,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,exo_quadld_u1,exo_quadld_u2
393,K00505,5689351,K00505.03,Kepler-169 b,CONFIRMED,3.25058053,1.166E-05,-1.166E-05,2454966.696,0.00282,-0.00282,0.2259,0.2489,-0.2259,2.161,0.102,-0.102,,,,198.7,10.6,-10.6,0.012646,0.000728,-0.000368,2.62345,0.59773,-0.97417,1.3,1.24,-0.17,0.0407,,,1096,,,341.13,1167.42,-110.81,11.36,2.6,-2.6,19.895893,22.9,5,,5173,183,-149,4.422,0.116,-0.527,0.26,0.18,-0.24,0.939,0.903,-0.121,0.85,0.119,-0.056,,,,stellar_q1_q16,14.194,12.729,12.283,12.186,False,5046.2,60,-60,4.605,0.1,-0.1,0.171,0.04,-0.04,2.7,1,-1,5045,65,-64,4.55,0.036,-0.044,0.16,0.042,-0.042,0.807,0.0367355359291,-0.0306022809607,0.841,0.0309663107263,-0.0309663107263,6.91830970919,5.42864223611,-4.57212210568,9.84,0.251559757861,-0.46963726421,2.275,0.095,-0.104,1.1126490502,0.101997030307,-0.101997030307,0.0405501804745,0.000678566769516,-0.000678566769516,230.481260646,39.6554479359,-39.6554479359,992.938685123,42.5566244546,-42.5566244546,0.5690441300,0.1539773500
394,K00505,5689351,K00505.04,Kepler-169 d,CONFIRMED,8.34818817,3.047E-05,-3.047E-05,2454969.839,0.00303,-0.00303,0.8782,0.037,-0.6153,2.994,0.1,-0.1,,,,294.1,13.4,-13.4,0.018666,0.000217,-0.002981,0.36492,2.45727,-0.19183,1.91,1.84,-0.24,0.0763,,,800,,,97.06,332.18,-31.53,11.04,5.3,-5.3,20.604956,19.8,5,,5173,183,-149,4.422,0.116,-0.527,0.26,0.18,-0.24,0.939,0.903,-0.121,0.85,0.119,-0.056,,,,stellar_q1_q16,14.194,12.729,12.283,12.186,False,5046.2,60,-60,4.605,0.1,-0.1,0.171,0.04,-0.04,2.7,1,-1,5045,65,-64,4.55,0.036,-0.044,0.16,0.042,-0.042,0.807,0.0367355359291,-0.0306022809607,0.841,0.0309663107263,-0.0309663107263,6.91830970919,5.42864223611,-4.57212210568,9.84,0.251559757861,-0.46963726421,2.275,0.095,-0.104,1.64606468769,0.194279660012,-0.194279660012,0.0760159108268,0.00126229948839,-0.00126229948839,65.7362782592,11.3737066328,-11.3737066328,725.629289192,31.304059291,-31.304059291,0.5690441300,0.1539773500
395,K00505,5689351,K00505.05,Kepler-169 f,CONFIRMED,87.0905994,0.0003425,-0.0003425,2455020.318,0.00307,-0.00307,0.0914,0.3447,-0.0914,6.236,0.1,-0.1,,,,1166.7,27.5,-27.5,0.030396,0.001062,-0.000491,3.27495,0.14422,-1.00854,3.12,2.99,-0.4,0.3644,,,366,,,4.26,14.56,-1.39,109.5,4.8,-4.8,30.800972,44.9,5,,5173,183,-149,4.422,0.116,-0.527,0.26,0.18,-0.24,0.939,0.903,-0.121,0.85,0.119,-0.056,,,,stellar_q1_q16,14.194,12.729,12.283,12.186,False,5046.2,60,-60,4.605,0.1,-0.1,0.171,0.04,-0.04,2.7,1,-1,5045,65,-64,4.55,0.036,-0.044,0.16,0.042,-0.042,0.807,0.0367355359291,-0.0306022809607,0.841,0.0309663107263,-0.0309663107263,6.91830970919,5.42864223611,-4.57212210568,9.84,0.251559757861,-0.46963726421,2.275,0.095,-0.104,2.67616954924,0.226565237397,-0.226565237397,0.363164505817,0.00600371118748,-0.00600371118748,2.86603377172,0.493258246812,-0.493258246812,331.576583247,14.2140115837,-14.2140115837,0.5690441300,0.1539773500
401,K00510,6422155,K00510.03,Kepler-172 d,CONFIRMED,14.62698952,6.215E-05,-6.215E-05,2454969.242,0.0032,-0.0032,0.4606,0.4693,-0.2512,3.606,0.135,-0.135,,,,471.5,19.5,-19.5,0.020136,0.000187,-0.001157,1.98664,0.96911,-0.38863,2.21,0.82,-0.3,0.1132,,,735,,,68.81,75.65,-22.59,28.2,13.8,-13.8,17.643377,26.4,4,,5583,164,-142,4.388,0.118,-0.243,0.02,0.24,-0.26,1.007,0.37,-0.138,0.903,0.111,-0.066,,,,stellar_q1_q16,14.532,13.17,12.883,12.793,False,5613.4,60,-60,4.338,0.1,-0.1,0.386,0.04,-0.04,2.2,1,-1,5615,58,-62,4.324,0.09,-0.084,0.364,0.042,-0.042,1.17,0.141942100872,-0.122260214297,1.054,0.0496927197887,-0.0383192693041,6.3095734448,1.92506940872,-2.04422536399,9.8,0.115644768034,-0.170045521728,1.12,0.13,-0.12,2.56651235199,0.304529016196,-0.304529016196,0.119143063377,0.00200206142807,-0.00200206142807,85.5284895602,20.1197140911,-20.1197140911,774.981305316,45.5119396438,-45.5119396438,0.4584863800,0.2335864100
402,K00510,6422155,K00510.04,Kepler-172 e,CONFIRMED,35.1185226,0.0001872,-0.0001872,2454985.123,0.00384,-0.00384,0.0287,0.4436,-0.0286,3.591,0.145,-0.145,,,,591.2,28.9,-28.9,0.021953,0.001236,-0.00044,6.81939,0.53961,-2.93268,2.41,0.89,-0.33,0.203,,,549,,,21.4,23.52,-7.03,76.32,6,-6,14.892048,22.1,4,,5583,164,-142,4.388,0.118,-0.243,0.02,0.24,-0.26,1.007,0.37,-0.138,0.903,0.111,-0.066,,,,stellar_q1_q16,14.532,13.17,12.883,12.793,False,5613.4,60,-60,4.338,0.1,-0.1,0.386,0.04,-0.04,2.2,1,-1,5615,58,-62,4.324,0.09,-0.084,0.364,0.042,-0.042,1.17,0.141942100872,-0.122260214297,1.054,0.0496927197887,-0.0383192693041,6.3095734448,1.92506940872,-2.04422536399,9.8,0.115644768034,-0.170045521728,1.12,0.13,-0.12,2.80403550496,0.336155075452,-0.336155075452,0.213670899568,0.00356048891352,-0.00356048891352,26.7316315692,6.29248632334,-6.29248632334,579.455237668,34.0171045197,-34.0171045197,0.4584863800,0.2335864100
403,K00510,6422155,K00510.01,Kepler-172 b,CONFIRMED,2.940304111,4.426E-06,-4.426E-06,2455002.905,0.00115,-0.00115,0.0352,0.3784,-0.0352,2.5546,0.0397,-0.0397,,,,495.6,10.3,-10.3,0.020115,0.000537,-0.000292,1.58662,0.01471,-0.58094,2.21,0.81,-0.3,0.0389,,,1253,,,582.69,640.63,-191.25,8.9839,0.0833,-0.0833,40.862785,52.1,4,,5583,164,-142,4.388,0.118,-0.243,0.02,0.24,-0.26,1.007,0.37,-0.138,0.903,0.111,-0.066,,,,stellar_q1_q16,14.532,13.17,12.883,12.793,False,5613.4,60,-60,4.338,0.1,-0.1,0.386,0.04,-0.04,2.2,1,-1,5615,58,-62,4.324,0.09,-0.084,0.364,0.042,-0.042,1.17,0.141942100872,-0.122260214297,1.054,0.0496927197887,-0.0383192693041,6.3095734448,1.92506940872,-2.04422536399,9.8,0.115644768034,-0.170045521728,1.12,0.13,-0.12,2.56968939089,0.2969215279,-0.2969215279,0.0408828705379,0.000686932925504,-0.000686932925504,730.656692146,173.949111668,-173.949111668,1324.92674713,78.338223717,-78.338223717,0.4584863800,0.2335864100
404,K00510,6422155,K00510.02,Kepler-172 c,CONFIRMED,6.38901755,1.408E-05,-1.408E-05,2455008.474,0.00182,-0.00182,0.0444,0.3623,-0.0442,3.2997,0.0563,-0.0563,,,,562.1,13.6,-13.6,0.021412,0.00064,-0.000309,1.59738,0.12048,-0.41639,2.35,0.87,-0.32,0.0652,,,968,,,207.42,228.04,-68.08,15.11,1.1,-1.1,36.047783,46.2,4,,5583,164,-142,4.388,0.118,-0.243,0.02,0.24,-0.26,1.007,0.37,-0.138,0.903,0.111,-0.066,,,,stellar_q1_q16,14.532,13.17,12.883,12.793,False,5613.4,60,-60,4.338,0.1,-0.1,0.386,0.04,-0.04,2.2,1,-1,5615,58,-62,4.324,0.09,-0.084,0.364,0.042,-0.042,1.17,0.141942100872,-0.122260214297,1.054,0.0496927197887,-0.0383192693041,6.3095734448,1.92506940872,-2.04422536399,9.8,0.115644768034,-0.170045521728,1.12,0.13,-0.12,2.73487624162,0.315747024054,-0.315747024054,0.0686029558761,0.00113522742326,-0.00113522742326,257.788918283,60.9879174567,-60.9879174567,1021.12659436,59.9061769629,-59.9061769629,0.4584863800,0.2335864100
413,K00520,8037145,K00520.04,Kepler-176 e,CONFIRMED,51.16579,0.0006432,-0.0006432,2455005.308,0.0106,-0.0106,0.4537,0.47,-0.2484,4.715,0.325,-0.325,,,,304.7,24.7,-24.7,0.016054,0.000424,-0.001353,3.09428,1.48307,-0.90271,1.54,0.55,-0.16,0.2534,,,429,,,8.01,9,-2.19,75.4,36.1,-36.1,10.317428,13.7,4,,5229,178,-137,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60,-60,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1,-1,5106,65,-64,4.538,0.041,-0.048,0.124,0.042,-0.043,0.819,0.0423001702124,-0.033306221641,0.845,0.0318529433491,-0.0301763152157,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,1.43108420901,0.138346354574,-0.138346354574,0.255112033838,0.00425185585763,-0.00425185585763,6.2583891441,1.06604634887,-1.06604634887,403.068785624,17.0817544678,-17.0817544678,0.5521522900,0.1659439400
414,K00520,8037145,K00520.01,Kepler-176 c,CONFIRMED,12.75934834,1.748E-05,-1.748E-05,2455003.321,0.00106,-0.00106,0.2538,0.1188,-0.2538,3.5116,0.0358,-0.0358,,,,939.2,14,-14,0.027597,0.000432,-0.000499,2.45566,0.32111,-0.45053,2.64,0.96,-0.27,0.1004,,,682,,,51.05,57.32,-13.99,27.65,3.6,-3.6,53.457397,71.6,4,,5229,178,-137,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60,-60,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1,-1,5106,65,-64,4.538,0.041,-0.048,0.124,0.042,-0.043,0.819,0.0423001702124,-0.033306221641,0.845,0.0318529433491,-0.0301763152157,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,2.46923895495,0.203071093067,-0.203071093067,0.101043408364,0.00169054749149,-0.00169054749149,40.0596655939,6.9139254062,-6.9139254062,641.121521907,27.549221697,-27.549221697,0.5521522900,0.1659439400
415,K00520,8037145,K00520.02,Kepler-176 b,CONFIRMED,5.43312169,1.685E-05,-1.685E-05,2454971.369,0.00256,-0.00256,0.093,0.3596,-0.0929,2.3687,0.0754,-0.0754,,,,272.4,11.9,-11.9,0.014764,0.000698,-0.000363,3.56337,0.42564,-1.21885,1.41,0.52,-0.14,0.0568,,,906,,,159.51,179.08,-43.71,17.72,2.1,-2.1,25.7467,28,4,,5229,178,-137,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60,-60,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1,-1,5106,65,-64,4.538,0.041,-0.048,0.124,0.042,-0.043,0.819,0.0423001702124,-0.033306221641,0.845,0.0318529433491,-0.0301763152157,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,1.31960198216,0.115787500802,-0.115787500802,0.0572005052104,0.000948483021594,-0.000948483021594,124.80315428,21.2500045235,-21.2500045235,851.76524735,36.0394892845,-36.0394892845,0.5521522900,0.1659439400
416,K00520,8037145,K00520.03,Kepler-176 d,CONFIRMED,25.75260028,6.39E-05,-6.39E-05,2454969.444,0.00199,-0.00199,0.8581,0.0299,-0.585,2.914,0.101,-0.101,,,,805.7,22.7,-22.7,0.030267,5E-06,-0.004345,1.62762,7.91523,-0.56294,2.9,1.05,-0.3,0.1604,,,539,,,20,22.46,-5.48,38.5,18.7,-18.7,29.910378,38.4,4,,5229,178,-137,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60,-60,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1,-1,5106,65,-64,4.538,0.041,-0.048,0.124,0.042,-0.043,0.819,0.0423001702124,-0.033306221641,0.845,0.0318529433491,-0.0301763152157,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,2.70608782245,0.288355517007,-0.288355517007,0.161395883953,0.00270406816361,-0.00270406816361,15.7361626052,2.64594668652,-2.64594668652,507.560988754,21.2435627009,-21.2435627009,0.5521522900,0.1659439400
480,K00623,12068975,K00623.01,Kepler-197 c,CONFIRMED,10.34971385,2.991E-05,-2.991E-05,2455007.065,0.00227,-0.00227,0.1681,0.2882,-0.168,4.2854,0.0618,-0.0618,,,,125.2,2.7,-2.7,0.010287,0.000251,-0.000189,1.09836,0.09791,-0.32298,1.26,0.04,-0.04,0.0905,,,932,,,178.12,23.81,-21.46,18.39,1.6,-1.6,36.3111,49.3,4,,6004,102,-102,4.304,0.016,-0.016,-0.38,0.101,-0.101,1.12,0.033,-0.033,0.922,0.059,-0.059,,,,stellar_q1_q16,11.811,10.814,10.577,10.535,False,5945,60,-60,4.32,0.1,-0.1,-0.401,0.04,-0.04,0.6,1,-1,5940,65,-65,4.327,0.087,-0.093,-0.392,0.044,-0.044,1.071,0.128793697051,-0.102268354832,0.892,0.0332003855399,-0.0340479896617,8.83079900419,1.84189830793,-2.2647777975,9.946,0.0822741925951,-0.128697718937,3.35,0.35,-0.36,1.20068521971,0.132161957168,-0.132161957168,0.0894987110889,0.00149912101825,-0.00149912101825,159.646674807,35.8549591433,-35.8549591433,905.844173933,50.4755850587,-50.4755850587,0.3384336600,0.2928834400
481,K00623,12068975,K00623.02,Kepler-197 d,CONFIRMED,15.67756112,6.216E-05,-6.216E-05,2455012.47,0.00309,-0.00309,0.0271,0.4027,-0.0271,5.2622,0.0827,-0.0827,,,,104.4,3,-3,0.009372,0.000273,-0.000173,0.93309,0.03788,-0.28282,1.15,0.03,-0.04,0.1194,,,811,,,102.33,13.68,-12.33,22.972,0.933,-0.933,28.663027,29.5,4,,6004,102,-102,4.304,0.016,-0.016,-0.38,0.101,-0.101,1.12,0.033,-0.033,0.922,0.059,-0.059,,,,stellar_q1_q16,11.811,10.814,10.577,10.535,False,5945,60,-60,4.32,0.1,-0.1,-0.401,0.04,-0.04,0.6,1,-1,5940,65,-65,4.327,0.087,-0.093,-0.392,0.044,-0.044,1.071,0.128793697051,-0.102268354832,0.892,0.0332003855399,-0.0340479896617,8.83079900419,1.84189830793,-2.2647777975,9.946,0.0822741925951,-0.128697718937,3.35,0.35,-0.36,1.0968485705,0.120248168638,-0.120248168638,0.118065358923,0.00195594628947,-0.00195594628947,92.2653062623,20.4807122381,-20.4807122381,789.810918039,43.675184244,-43.675184244,0.3384336600,0.2928834400
482,K00623,12068975,K00623.03,Kepler-197 b,CONFIRMED,5.59931973,1.293E-05,-1.293E-05,2455004.473,0.0019,-0.0019,0.0084,0.4347,-0.0083,3.7511,0.0577,-0.0577,,,,91,2.2,-2.2,0.008752,0.000271,-0.00011,0.9219,0.0404,-0.32198,1.07,0.03,-0.03,0.0601,,,1143,,,403.88,53.99,-48.65,11.518,0.505,-0.505,36.81109,47,4,,6004,102,-102,4.304,0.016,-0.016,-0.38,0.101,-0.101,1.12,0.033,-0.033,0.922,0.059,-0.059,,,,stellar_q1_q16,11.811,10.814,10.577,10.535,False,5945,60,-60,4.32,0.1,-0.1,-0.401,0.04,-0.04,0.6,1,-1,5940,65,-65,4.327,0.087,-0.093,-0.392,0.044,-0.044,1.071,0.128793697051,-0.102268354832,0.892,0.0332003855399,-0.0340479896617,8.83079900419,1.84189830793,-2.2647777975,9.946,0.0822741925951,-0.128697718937,3.35,0.35,-0.36,1.02540382237,0.111570384391,-0.111570384391,0.0594424814242,0.000993279752315,-0.000993279752315,364.879680359,80.4734847187,-80.4734847187,1113.78392558,61.5126316376,-61.5126316376,0.3384336600,0.2928834400
483,K00623,12068975,K00623.04,Kepler-197 e,CONFIRMED,25.2099845,0.0002362,-0.0002362,2454987.413,0.00808,-0.00808,0.6507,0.0248,-0.5112,6.372,0.198,-0.198,,,,57.2,3.4,-3.4,0.007296,0.001387,-0.000367,0.37423,0.50626,-0.00778,0.89,0.03,-0.02,0.1638,,,693,,,54.37,7.27,-6.55,23.3,10.5,-10.5,11.263736,18.1,4,,6004,102,-102,4.304,0.016,-0.016,-0.38,0.101,-0.101,1.12,0.033,-0.033,0.922,0.059,-0.059,,,,stellar_q1_q16,11.811,10.814,10.577,10.535,False,5945,60,-60,4.32,0.1,-0.1,-0.401,0.04,-0.04,0.6,1,-1,5940,65,-65,4.327,0.087,-0.093,-0.392,0.044,-0.044,1.071,0.128793697051,-0.102268354832,0.892,0.0332003855399,-0.0340479896617,8.83079900419,1.84189830793,-2.2647777975,9.946,0.0822741925951,-0.128697718937,3.35,0.35,-0.36,0.849449107622,0.138048551811,-0.138048551811,0.162056443966,0.00272493113193,-0.00272493113193,49.1059100008,10.9852337143,-10.9852337143,674.600978835,37.8002606124,-37.8002606124,0.3384336600,0.2928834400
530,K00671,7040629,K00671.01,Kepler-208 b,CONFIRMED,4.22864988,1.015E-05,-1.015E-05,2455003.742,0.0017,-0.0017,0.1427,0.2998,-0.1426,3.3282,0.0586,-0.0586,,,,158,4,-4,0.011551,0.000302,-0.000231,0.97711,0.03412,-0.37942,1.68,1.06,-0.34,0.0532,,,1371,,,834.72,1661.08,-376.87,9.739,0.34,-0.34,36.12223,41.7,4,,6220,177,-237,4.242,0.156,-0.328,0.02,0.2,-0.3,1.328,0.843,-0.265,1.123,0.311,-0.143,,,,stellar_q1_q16,13.749,12.547,12.309,12.21,False,6053.6,60,-60,4.239,0.1,-0.1,0.019,0.04,-0.04,5.1,1,-1,6058,73,-70,4.244,0.098,-0.096,0.023,0.041,-0.04,1.33,0.181954829559,-0.152340277012,1.122,0.054804685931,-0.0415758776215,4.73151258961,0.964391862427,-1.15961017176,9.675,0.0805626954636,-0.122100414277,1.23,0.16,-0.15,1.67893438887,0.215772532468,-0.215772532468,0.0532040111099,0.00088363101435,-0.00088363101435,753.461399741,195.062417172,-195.062417172,1335.14605873,86.4173757078,-86.4173757078,0.3494783400,0.2918682200
531,K00671,7040629,K00671.02,Kepler-208 c,CONFIRMED,7.46662197,3.56E-05,-3.56E-05,2454965.775,0.00365,-0.00365,0.4782,0.0298,-0.4434,3.858,0.106,-0.106,,,,120.2,4.8,-4.8,0.010288,0.000106,-0.000477,0.7762,0.4219,-0.09606,1.49,0.95,-0.3,0.0778,,,1134,,,390.31,776.7,-176.22,13.18,3.6,-3.6,20.587738,28,4,,6220,177,-237,4.242,0.156,-0.328,0.02,0.2,-0.3,1.328,0.843,-0.265,1.123,0.311,-0.143,,,,stellar_q1_q16,13.749,12.547,12.309,12.21,False,6053.6,60,-60,4.239,0.1,-0.1,0.019,0.04,-0.04,5.1,1,-1,6058,73,-70,4.244,0.098,-0.096,0.023,0.041,-0.04,1.33,0.181954829559,-0.152340277012,1.122,0.054804685931,-0.0415758776215,4.73151258961,0.964391862427,-1.15961017176,9.675,0.0805626954636,-0.122100414277,1.23,0.16,-0.15,1.49184807189,0.194574924535,-0.194574924535,0.0777286106872,0.00129373272451,-0.00129373272451,350.585034309,92.1287911122,-92.1287911122,1102.71141259,72.0956533985,-72.0956533985,0.3494783400,0.2918682200
532,K00671,7040629,K00671.03,Kepler-208 e,CONFIRMED,16.25945734,8.922E-05,-8.922E-05,2454977.533,0.00471,-0.00471,0.0026,0.4623,-0.0025,3.906,0.137,-0.137,,,,131.2,7.1,-7.1,0.010506,0.000546,-0.000224,2.37553,0.29117,-0.88263,1.52,0.97,-0.3,0.1306,,,875,,,138.51,275.63,-62.54,32.14,3.9,-3.9,15.838242,18.3,4,,6220,177,-237,4.242,0.156,-0.328,0.02,0.2,-0.3,1.328,0.843,-0.265,1.123,0.311,-0.143,,,,stellar_q1_q16,13.749,12.547,12.309,12.21,False,6053.6,60,-60,4.239,0.1,-0.1,0.019,0.04,-0.04,5.1,1,-1,6058,73,-70,4.244,0.098,-0.096,0.023,0.041,-0.04,1.33,0.181954829559,-0.152340277012,1.122,0.054804685931,-0.0415758776215,4.73151258961,0.964391862427,-1.15961017176,9.675,0.0805626954636,-0.122100414277,1.23,0.16,-0.15,1.52091205534,0.202158878795,-0.202158878795,0.130562966639,0.00216373284367,-0.00216373284367,124.762676835,32.6172896801,-32.6172896801,851.696174687,55.6161773169,-55.6161773169,0.3494783400,0.2918682200
533,K00671,7040629,K00671.04,Kepler-208 d,CONFIRMED,11.1317519,8.073E-05,-8.073E-05,2454967.428,0.0061,-0.0061,0.1629,0.2679,-0.1629,4.185,0.18,-0.18,,,,94.1,5.9,-5.9,0.008915,0.000391,-0.000325,1.26617,0.15194,-0.47123,1.29,0.82,-0.26,0.1015,,,992,,,229.32,456.33,-103.54,20.24,2.4,-2.4,14.6042595,17.7,4,,6220,177,-237,4.242,0.156,-0.328,0.02,0.2,-0.3,1.328,0.843,-0.265,1.123,0.311,-0.143,,,,stellar_q1_q16,13.749,12.547,12.309,12.21,False,6053.6,60,-60,4.239,0.1,-0.1,0.019,0.04,-0.04,5.1,1,-1,6058,73,-70,4.244,0.098,-0.096,0.023,0.041,-0.04,1.33,0.181954829559,-0.152340277012,1.122,0.054804685931,-0.0415758776215,4.73151258961,0.964391862427,-1.15961017176,9.675,0.0805626954636,-0.122100414277,1.23,0.16,-0.15,1.29251177694,0.170014319141,-0.170014319141,0.10140789389,0.0017247018503,-0.0017247018503,207.32121845,53.3687421954,-53.3687421954,966.99552495,62.4257107342,-62.4257107342,0.3494783400,0.2918682200
561,K00700,8962094,K00700.02,Kepler-215 b,CONFIRMED,9.36063971,2.455E-05,-2.455E-05,2455004.969,0.00198,-0.00198,0.8073,0.0369,-0.5491,3.1621,0.0634,-0.0634,,,,247.6,6.5,-6.5,0.01603,5.4E-05,-0.001563,0.58992,1.80624,-0.28955,1.76,0.34,-0.25,0.0812,,,892,,,149.82,78.58,-46.75,13.98,6.1,-6.1,35.990715,42.3,4,,5741,113,-87,4.341,0.143,-0.128,-0.38,0.16,-0.12,1.008,0.189,-0.146,0.813,0.071,-0.031,,,,stellar_q1_q16,13.58,12.417,12.065,11.996,False,5647.8,60,-60,4.554,0.1,-0.1,-0.434,0.04,-0.04,0.6,1,-1,5647,65,-63,4.528,0.054,-0.071,-0.423,0.044,-0.044,0.815,0.0631402407344,-0.044121310044,0.816,0.0341517554454,-0.0341517554454,6.76082975392,4.25796927568,-3.93530848434,9.83,0.212134262098,-0.378901419131,2.31,0.14,-0.17,1.42148317928,0.134477540321,-0.134477540321,0.0812336697934,0.00135311561153,-0.00135311561153,91.5181066193,15.5639166071,-15.5639166071,788.206991452,33.3877729499,-33.3877729499,0.3805125400,0.2744057300
562,K00700,8962094,K00700.03,Kepler-215 c,CONFIRMED,14.6671927,5.225E-05,-5.225E-05,2454978.422,0.00272,-0.00272,0.5447,0.3737,-0.3411,3.7601,0.0832,-0.0832,,,,217.9,7.2,-7.2,0.013933,0.003207,-0.000388,1.45716,1.06224,-0.04137,1.53,0.29,-0.22,0.1095,,,768,,,82.39,43.21,-25.71,25.49,9.3,-9.3,27.648964,31.9,4,,5741,113,-87,4.341,0.143,-0.128,-0.38,0.16,-0.12,1.008,0.189,-0.146,0.813,0.071,-0.031,,,,stellar_q1_q16,13.58,12.417,12.065,11.996,False,5647.8,60,-60,4.554,0.1,-0.1,-0.434,0.04,-0.04,0.6,1,-1,5647,65,-63,4.528,0.054,-0.071,-0.423,0.044,-0.044,0.815,0.0631402407344,-0.044121310044,0.816,0.0341517554454,-0.0341517554454,6.76082975392,4.25796927568,-3.93530848434,9.83,0.212134262098,-0.378901419131,2.31,0.14,-0.17,1.23683642767,0.188941668063,-0.188941668063,0.109625735601,0.0018050176453,-0.0018050176453,50.4444537436,8.51250545749,-8.51250545749,679.151840521,28.4904323422,-28.4904323422,0.3805125400,0.2744057300
563,K00700,8962094,K00700.04,Kepler-215 e,CONFIRMED,68.1613598,0.0004941,-0.0004941,2455020.03,0.0052,-0.0052,0.4507,0.0927,-0.3981,5.705,0.14,-0.14,,,,290.5,13,-13,0.015877,0.000442,-0.000616,2.3367,1.16022,-0.31586,1.75,0.33,-0.26,0.3049,,,460,,,10.63,5.57,-3.32,83.1,41.3,-41.3,18.461033,23.1,4,,5741,113,-87,4.341,0.143,-0.128,-0.38,0.16,-0.12,1.008,0.189,-0.146,0.813,0.071,-0.031,,,,stellar_q1_q16,13.58,12.417,12.065,11.996,False,5647.8,60,-60,4.554,0.1,-0.1,-0.434,0.04,-0.04,0.6,1,-1,5647,65,-63,4.528,0.054,-0.071,-0.423,0.044,-0.044,0.815,0.0631402407344,-0.044121310044,0.816,0.0341517554454,-0.0341517554454,6.76082975392,4.25796927568,-3.93530848434,9.83,0.212134262098,-0.378901419131,2.31,0.14,-0.17,1.41180696147,0.122072730864,-0.122072730864,0.30524428674,0.0051040380454,-0.0051040380454,6.50818902904,1.10124689614,-1.10124689614,407.032011103,17.1263302091,-17.1263302091,0.3805125400,0.2744057300
