koi_id,npl,lcq_count,scq_count,total_count,runtime_score,bad_download
K04794,1,17,0,17,61,0
K04797,1,14,0,14,124,0
K04799,1,17,0,17,125,0
K04801,1,11,0,11,11,0
K04803,1,14,0,14,285,0
K04804,1,14,0,14,59,0
K04808,1,13,0,13,481,0
K04810,1,14,0,14,10,0
K04811,1,8,0,8,32,0
K04813,1,14,0,14,134,0
K04815,1,17,0,17,82,0
K04818,1,18,0,18,421,0
K04820,1,14,0,14,84,0
K04822,1,18,0,18,455,0
K04823,1,18,0,18,322,0
K04826,1,14,0,14,1090,0
K04827,1,17,0,17,48,0
K04829,1,1,0,1,11,0
K04833,1,9,0,9,185,0
K04834,1,18,0,18,427,0
K04837,1,17,0,17,280,0
K04838,3,17,0,17,413,0
K04839,1,18,0,18,73,0
K04840,1,17,0,17,144,0
K04844,1,17,0,17,3530,0
K04846,2,17,0,17,124,0
K04848,1,17,0,17,3,0
K04849,1,17,0,17,472,0
K04850,1,17,0,17,496,0
K04852,1,14,0,14,655,0
K04853,1,14,0,14,70,0
K04854,1,17,0,17,573,0
K04856,1,11,0,11,6,0
K04857,1,14,0,14,302,0
K04859,1,17,0,17,201,0
K04861,1,12,0,12,36,0
K04862,1,17,0,17,1672,0
K04864,1,18,0,18,282,0
K04871,2,18,0,18,680,0
K04875,1,17,0,17,1656,0
K04877,1,17,0,17,291,0
K04878,1,15,0,15,2,0
K04881,1,18,0,18,281,0
K04885,1,17,0,17,161,0
K04886,1,14,0,14,69,0
K04890,1,14,0,14,19,0
K04891,1,13,0,13,244,0
K04892,1,14,0,14,58,0
K04893,1,17,0,17,229,0
K04895,2,17,0,17,152,0
K04896,2,17,0,17,107,0
K04898,1,17,0,17,3,0
K04900,1,13,0,13,173,0
K04902,1,17,0,17,3,0
K04904,1,17,0,17,420,0
K04906,1,11,0,11,201,0
K04907,1,17,0,17,373,0
K04912,1,17,0,17,1723,0
K04913,2,13,0,13,298,0
K04914,1,17,0,17,276,0
K04921,1,15,0,15,13,0
K04923,1,17,0,17,39,0
K04926,1,16,0,16,20,0
K04928,1,4,0,4,108,0
K04931,1,17,0,17,2,0
K04938,1,17,0,17,27,0
K04940,1,17,0,17,17,0
K04957,1,17,0,17,302,0
K04958,1,18,0,18,2,0
K04961,1,14,0,14,3,0
K04963,1,18,0,18,26,0
K04967,1,16,0,16,32,0
K04972,1,17,0,17,57,0
K04975,1,13,0,13,24,0
K04976,1,14,0,14,1,0
K04977,1,17,0,17,59,0
K04978,1,14,0,14,3,0
K04986,1,17,0,17,3,0
K04991,1,14,0,14,5,0
K04992,1,14,0,14,98,0
K04999,1,17,0,17,22,0
K05003,1,11,0,11,8,0
K05004,1,17,0,17,14,0
K05007,2,14,0,14,100,0
K05021,1,14,0,14,4,0
K05027,1,18,0,18,25,0
K05030,1,14,0,14,3,0
K05033,1,14,0,14,9,0
K05037,1,0,0,0,0,1
K05040,1,17,0,17,51,0
K05046,1,15,0,15,32,0
K05048,1,9,0,9,5,0
K05057,1,18,0,18,3,0
K05067,1,14,0,14,5,0
K05068,1,15,0,15,3,0
K05071,1,11,0,11,5,0
K05079,1,18,0,18,28,0
K05083,1,14,0,14,17,0
K05084,1,11,0,11,3,0
K05085,1,14,0,14,3,0
K05087,1,18,0,18,2,0
K05088,1,12,0,12,21,0
K05092,1,17,0,17,5,0
K05098,1,17,0,17,15,0
K05099,1,18,0,18,14,0
K05101,1,18,0,18,3,0
K05104,1,17,0,17,71,0
K05107,1,12,0,12,6,0
K05110,1,18,0,18,15,0
K05117,1,13,0,13,34,0
K05119,1,18,0,18,11,0
K05124,1,17,0,17,5,0
K05126,1,14,0,14,2,0
K05130,1,13,0,13,3,0
K05135,1,17,0,17,4,0
K05142,1,12,0,12,5,0
K05149,1,13,0,13,26,0
K05155,1,14,0,14,5,0
K05156,1,17,0,17,899,0
K05162,1,13,0,13,1,0
K05164,1,18,0,18,7,0
K05165,1,17,0,17,4,0
K05169,1,17,0,17,70,0
K05174,1,17,1,18,185,0
K05176,1,18,0,18,7,0
K05178,1,17,0,17,365,0
K05188,1,18,0,18,3,0
K05192,1,17,0,17,29,0
K05196,1,18,0,18,4,0
K05202,1,17,0,17,2,0
K05205,1,14,0,14,3,0
K05207,1,14,0,14,65,0
K05211,1,18,0,18,448,0
K05216,1,17,0,17,4,0
K05219,1,17,0,17,54,0
K05222,1,13,0,13,3,0
K05223,1,13,0,13,3,0
K05224,1,13,0,13,6,0
K05226,1,16,0,16,5,0
K05227,1,17,0,17,4,0
K05228,1,17,0,17,2,0
K05229,1,0,0,0,0,1
K05230,1,18,0,18,4,0
K05231,1,14,0,14,15,0
K05236,1,18,0,18,2,0
K05237,1,17,0,17,3,0
K05245,1,13,1,14,528,0
K05247,1,17,0,17,5,0
K05248,1,17,0,17,8,0
K05249,1,8,0,8,36,0
K05254,1,13,1,14,15,0
K05262,1,18,0,18,3,0
K05267,1,2,0,2,34,0
K05268,1,17,0,17,3,0
K05269,1,17,0,17,4,0
K05274,1,18,0,18,28,0
K05275,1,2,0,2,47,0
K05276,1,14,0,14,5,0
K05278,1,14,0,14,4,0
K05279,1,17,0,17,14,0
K05281,1,14,0,14,4,0
K05283,1,17,0,17,80,0
K05284,1,17,0,17,3,0
K05287,1,14,0,14,311,0
K05288,1,17,0,17,51,0
K05289,1,17,0,17,8,0
K05290,1,17,0,17,3,0
K05291,1,17,0,17,2,0
K05297,1,17,0,17,186,0
K05300,1,18,0,18,8,0
K05308,1,17,0,17,151,0
K05310,1,17,0,17,67,0
K05320,1,0,0,0,0,1
K05321,1,17,0,17,7,0
K05322,1,13,0,13,37,0
K05324,1,17,0,17,5,0
K05327,1,4,0,4,65,0
K05329,1,17,0,17,7,0
K05331,1,17,0,17,47,0
K05332,1,17,0,17,67,0
K05333,1,16,0,16,69,0
K05336,1,18,0,18,6,0
K05337,1,17,0,17,3,0
K05341,1,18,0,18,105,0
K05344,1,17,0,17,3,0
K05358,1,18,0,18,12,0
K05359,1,1,0,1,32,0
K05360,1,17,0,17,27,0
K05365,1,17,0,17,2,0
K05369,1,18,0,18,2,0
K05371,1,14,0,14,37,0
K05372,1,17,0,17,7,0
K05373,1,18,0,18,31,0
K05375,1,17,0,17,5,0
K05379,1,18,0,18,3,0
K05380,1,14,0,14,3,0
K05384,1,2,0,2,22,0
K05385,1,14,0,14,3,0
K05387,1,17,0,17,5,0
K05388,1,17,0,17,10,0
K05390,1,8,0,8,6,0
K05393,1,16,0,16,5,0
K05398,1,17,0,17,2,0
K05406,1,17,1,18,728,0
K05408,1,17,0,17,3,0
K05410,1,17,0,17,62,0
K05411,1,18,0,18,143,0
K05413,1,17,0,17,3,0
K05416,1,4,0,4,4,0
K05418,1,17,0,17,105,0
K05423,1,14,0,14,3,0
K05426,1,17,0,17,12,0
K05433,1,17,0,17,6,0
K05434,1,17,0,17,2,0
K05435,1,14,0,14,77,0
K05440,1,14,0,14,16,0
K05447,1,18,0,18,412,0
K05451,1,18,0,18,3,0
K05454,1,17,0,17,2,0
K05455,1,17,0,17,5,0
K05458,1,17,0,17,26,0
K05459,1,17,1,18,75,0
K05461,1,16,0,16,11,0
K05466,1,16,0,16,347,0
K05472,1,18,0,18,16,0
K05473,1,17,0,17,2,0
K05475,2,18,0,18,288,0
K05476,1,17,0,17,10,0
K05479,1,1,0,1,4,0
K05480,1,3,0,3,4,0
K05485,1,3,0,3,28,0
K05486,1,18,0,18,385,0
K05487,1,16,0,16,29,0
K05497,1,17,1,18,44,0
K05499,1,8,0,8,5,0
K05502,1,0,0,0,0,1
K05506,1,17,0,17,2,0
K05512,1,3,0,3,31,0
K05515,1,17,0,17,241,0
K05518,1,17,0,17,2,0
K05532,1,17,0,17,61,0
K05536,1,17,0,17,3,0
K05539,1,17,0,17,4,0
K05541,1,17,0,17,4,0
K05545,1,18,0,18,2,0
K05546,1,17,0,17,2,0
K05547,1,17,0,17,2,0
K05550,1,17,0,17,2,0
K05552,1,18,0,18,5,0
K05553,1,14,0,14,10,0
K05554,1,17,1,18,10,0
K05556,1,18,0,18,2,0
K05563,1,0,0,0,0,1
K05566,1,2,0,2,179,0
K05568,1,8,0,8,11,0
K05570,1,17,0,17,2,0
K05574,1,17,0,17,4,0
K05578,1,17,1,18,10,0
K05581,1,17,0,17,4,0
K05585,1,11,0,11,8,0
K05588,1,17,0,17,2,0
K05591,1,18,0,18,5,0
K05592,1,17,0,17,3,0
K05597,1,17,0,17,194,0
K05600,1,17,0,17,88,0
K05602,1,17,0,17,3,0
K05603,1,18,0,18,4,0
K05604,1,18,0,18,3,0
K05605,1,1,0,1,9,0
K05609,1,18,0,18,2,0
K05612,1,17,0,17,4,0
K05613,1,16,0,16,4,0
K05616,1,17,0,17,3,0
K05622,1,17,0,17,3,0
K05625,1,5,0,5,3,0
K05626,1,17,0,17,3,0
K05628,1,17,0,17,60,0
K05629,1,17,0,17,7,0
K05632,1,17,1,18,15,0
K05633,1,17,1,18,26,0
K05635,1,17,1,18,36,0
K05638,1,17,0,17,5,0
K05639,1,17,0,17,5,0
K05640,1,18,0,18,4,0
K05642,1,18,0,18,7,0
K05649,1,17,0,17,3,0
K05651,1,14,0,14,14,0
K05652,1,17,0,17,16,0
K05653,1,16,0,16,7,0
K05654,1,16,0,16,26,0
K05657,1,17,0,17,5,0
K05660,1,15,0,15,3,0
K05663,1,18,0,18,11,0
K05671,1,15,0,15,6,0
K05677,1,17,0,17,73,0
K05680,1,18,0,18,2,0
K05682,1,2,0,2,3,0
K05684,1,18,0,18,7,0
K05685,1,6,0,6,38,0
K05688,1,10,0,10,61,0
K05692,1,17,0,17,571,0
K05698,1,17,0,17,5,0
K05704,1,5,0,5,4,0
K05706,1,17,0,17,3,0
K05715,1,17,0,17,7,0
K05718,1,6,0,6,2,0
K05719,1,2,0,2,6,0
K05727,1,16,2,18,101,0
K05732,1,14,0,14,31,0
K05736,1,17,0,17,9,0
K05740,1,17,0,17,69,0
K05741,1,17,0,17,4,0
K05745,1,14,0,14,109,0
K05747,1,13,0,13,2,0
K05748,1,17,0,17,50,0
K05749,1,17,0,17,5,0
K05755,1,17,0,17,3,0
K05758,1,14,0,14,12,0
K05761,1,18,0,18,260,0
K05762,1,14,0,14,98,0
K05764,1,14,0,14,4,0
K05769,1,17,0,17,199,0
K05775,1,17,0,17,3,0
K05776,1,18,0,18,8,0
K05782,1,5,13,18,43,0
K05787,1,17,0,17,21,0
K05789,1,17,0,17,3,0
K05790,1,17,0,17,8,0
K05796,1,17,0,17,3,0
K05799,1,18,0,18,8,0
K05800,1,17,0,17,137,0
K05801,1,17,0,17,8,0
K05805,1,14,0,14,2,0
K05806,1,15,0,15,4,0
K05815,1,14,0,14,5,0
K05816,1,18,0,18,19,0
K05817,1,18,0,18,14,0
K05819,1,17,0,17,3,0
K05822,1,15,0,15,75,0
K05827,1,18,0,18,261,0
K05830,1,14,0,14,17,0
K05831,1,3,0,3,25,0
K05833,1,15,0,15,3,0
K05834,1,11,0,11,26,0
K05839,1,15,0,15,7,0
K05842,1,14,0,14,21,0
K05845,1,15,0,15,59,0
K05846,1,17,0,17,7,0
K05847,1,18,0,18,5,0
K05848,1,17,0,17,4,0
K05849,1,14,0,14,57,0
K05850,1,14,0,14,4,0
K05851,1,14,0,14,3,0
K05854,1,17,0,17,6,0
K05855,1,7,0,7,2,0
K05856,1,17,0,17,5,0
K05863,1,17,0,17,174,0
K05866,1,16,0,16,13,0
K05867,1,14,0,14,3,0
K05868,1,14,0,14,54,0
K05869,1,13,0,13,10,0
K05871,1,17,0,17,2,0
K05873,1,18,0,18,7,0
K05874,1,14,0,14,4,0
K05875,2,2,0,2,58,0
K05879,1,0,0,0,0,1
K05881,1,17,1,18,28,0
K05883,1,18,0,18,8,0
K05886,1,15,0,15,4,0
K05889,1,14,0,14,3,0
K05891,1,12,0,12,2,0
K05895,1,17,0,17,127,0
K05896,1,17,0,17,3,0
K05897,1,14,0,14,3,0
K05899,1,14,0,14,21,0
K05900,1,17,0,17,4,0
K05901,1,18,0,18,25,0
K05907,1,0,0,0,0,1
K05909,1,14,0,14,175,0
K05915,1,14,0,14,33,0
K05917,1,14,0,14,29,0
K05919,1,14,0,14,4,0
K05923,1,18,0,18,4,0
K05924,1,17,0,17,5,0
K05929,1,17,0,17,3,0
K05930,1,0,0,0,0,1
K05932,1,14,0,14,3,0
K05933,1,17,0,17,6,0
K05937,1,18,0,18,4,0
K05938,1,18,0,18,2,0
K05940,1,11,0,11,39,0
K05942,1,16,0,16,11,0
K05943,1,17,0,17,55,0
K05945,1,18,0,18,39,0
K05949,1,18,0,18,2,0
K05950,1,17,0,17,13,0
K05952,1,17,0,17,9,0
K05953,1,14,0,14,3,0
K05960,1,17,0,17,46,0
K05961,1,17,0,17,78,0
K05964,1,18,0,18,49,0
K05965,1,17,0,17,34,0
K05967,1,0,0,0,0,1
K05968,1,18,0,18,16,0
K05971,1,17,0,17,3,0
K05972,1,17,0,17,3,0
K05973,1,0,0,0,0,1
K05974,1,18,0,18,335,0
K05987,1,17,1,18,788,0
K06068,1,14,1,15,633,0
K06085,1,16,1,17,692,0
K06093,2,18,0,18,135,0
K06097,4,18,0,18,52,0
K06100,1,18,0,18,13,0
K06102,1,17,1,18,75,0
K06103,2,18,0,18,16,0
K06118,2,18,0,18,345,0
K06120,2,17,0,17,23,0
K06130,1,13,0,13,748,0
K06132,3,2,0,2,42,0
K06137,1,17,0,17,120,0
K06142,3,17,0,17,51,0
K06145,3,2,0,2,38,0
K06151,1,17,0,17,3,0
K06164,1,17,0,17,51,0
K06166,2,1,0,1,20,0
K06168,2,17,0,17,31,0
K06173,1,17,0,17,7,0
K06176,2,17,1,18,83,0
K06178,2,17,0,17,159,0
K06179,1,14,0,14,76,0
K06180,2,18,0,18,83,0
K06182,2,17,0,17,130,0
K06186,1,17,0,17,282,0
K06188,1,17,0,17,918,0
K06191,2,17,0,17,273,0
K06194,1,18,0,18,37,0
K06195,1,17,0,17,1046,0
K06209,2,6,0,6,109,0
K06214,1,14,0,14,8,0
K06216,2,18,0,18,94,0
K06217,1,17,0,17,196,0
K06224,1,15,0,15,14,0
K06228,1,14,0,14,59,0
K06233,1,14,0,14,76,0
K06237,1,18,0,18,33,0
K06239,2,17,0,17,6,0
K06242,3,18,0,18,47,0
K06245,2,18,0,18,25,0
K06246,1,15,0,15,145,0
K06256,1,16,0,16,100,0
K06259,2,17,0,17,526,0
K06262,1,17,0,17,2244,0
K06263,1,18,0,18,185,0
K06267,1,17,0,17,108,0
K06274,1,17,0,17,83,0
K06276,1,17,0,17,487,0
K06291,1,18,0,18,181,0
K06293,1,17,0,17,256,0
K06299,1,17,0,17,1594,0
K06301,1,14,0,14,24,0
K06318,1,14,0,14,210,0
K06320,1,17,0,17,66,0
K06329,1,17,0,17,121,0
K06331,1,11,0,11,167,0
K06342,1,17,0,17,184,0
K06343,1,17,0,17,2,0
K06352,1,11,0,11,191,0
K06353,1,17,0,17,150,0
K06355,2,17,0,17,569,0
K06358,1,14,0,14,402,0
K06368,1,16,0,16,150,0
K06375,1,14,0,14,427,0
K06384,1,11,0,11,1,0
K06399,1,14,0,14,183,0
K06401,1,14,0,14,634,0
K06409,1,15,0,15,66,0
K06425,1,14,0,14,2,0
K06447,1,15,0,15,14,0
K06450,1,14,0,14,2066,0
K06464,1,15,2,17,8,0
K06475,1,13,1,14,786,0
K06484,1,14,0,14,77,0
K06511,1,17,0,17,55,0
K06513,1,17,0,17,268,0
K06516,2,14,0,14,154,0
K06526,1,14,0,14,2,0
K06532,1,16,0,16,1747,0
K06538,1,14,0,14,9,0
K06546,1,17,0,17,445,0
K06557,1,17,0,17,227,0
K06568,1,17,0,17,240,0
K06570,1,18,0,18,98,0
K06579,1,11,0,11,368,0
K06582,1,17,0,17,621,0
K06600,1,17,1,18,1543,0
K06601,1,13,0,13,64,0
K06605,1,17,1,18,54,0
K06617,1,17,0,17,188,0
K06631,1,14,0,14,485,0
K06635,1,17,0,17,2865,0
K06641,1,14,0,14,888,0
K06646,1,13,0,13,161,0
K06657,1,17,0,17,942,0
K06664,1,17,0,17,102,0
K06666,1,17,0,17,1351,0
K06672,1,13,0,13,505,0
K06676,1,17,0,17,3,0
K06680,1,13,0,13,209,0
K06687,1,17,0,17,1507,0
K06689,1,13,0,13,342,0
K06705,1,12,0,12,1071,0
K06707,1,17,0,17,34,0
K06731,1,17,0,17,392,0
K06733,1,13,0,13,896,0
K06739,1,17,0,17,78,0
K06745,1,17,0,17,3,0
K06750,1,17,0,17,289,0
K06751,1,3,0,3,10,0
K06752,1,13,0,13,129,0
K06762,1,17,0,17,100,0
K06763,1,18,0,18,653,0
K06765,1,17,0,17,115,0
K06774,1,11,0,11,56,0
K06776,1,17,0,17,52,0
K06777,1,17,0,17,112,0
K06783,1,17,0,17,127,0
K06786,1,14,0,14,2,0
K06793,1,17,0,17,416,0
K06798,1,17,0,17,571,0
K06819,1,17,1,18,1292,0
K06849,1,17,0,17,120,0
K06860,1,17,0,17,2620,0
K06863,1,17,0,17,336,0
K06872,1,17,0,17,111,0
K06878,1,17,0,17,628,0
K06882,1,2,0,2,229,0
K06889,1,17,1,18,54,0
K06890,1,17,0,17,699,0
K06892,1,17,0,17,85,0
K06907,1,14,0,14,270,0
K06913,1,16,1,17,2332,0
K06918,1,17,0,17,1674,0
K06919,1,17,0,17,171,0
K06921,1,17,0,17,219,0
K06925,1,17,0,17,116,0
K06931,1,16,0,16,559,0
K06934,1,17,0,17,67,0
K06949,1,18,0,18,680,0
K06954,1,18,0,18,241,0
K06957,1,17,0,17,1020,0
K06960,1,8,0,8,145,0
K06966,1,17,0,17,178,0
K06970,1,17,0,17,37,0
K06971,1,17,0,17,11,0
K06978,1,18,0,18,520,0
K06980,1,17,0,17,240,0
K06983,1,17,0,17,196,0
K06985,1,17,0,17,138,0
K06993,1,17,0,17,109,0
K06994,1,18,0,18,375,0
K07002,1,17,0,17,312,0
K07003,1,17,0,17,626,0
K07007,1,17,0,17,1888,0
K07016,1,18,0,18,4,0
K07023,1,9,0,9,294,0
K07032,1,18,0,18,439,0
K07040,1,17,0,17,3,0
K07041,1,17,0,17,180,0
K07061,1,18,0,18,1166,0
K07069,1,2,0,2,175,0
K07072,1,17,0,17,98,0
K07073,1,18,0,18,5,0
K07076,1,17,0,17,93,0
K07088,1,17,0,17,562,0
K07093,1,17,0,17,15,0
K07099,1,17,0,17,44,0
K07106,1,17,0,17,301,0
K07116,1,17,0,17,598,0
K07117,2,17,0,17,248,0
K07125,1,17,0,17,190,0
K07133,1,17,0,17,18,0
K07136,1,16,0,16,3,0
K07144,1,16,0,16,1693,0
K07148,1,2,0,2,100,0
K07157,1,17,0,17,63,0
K07162,1,18,0,18,310,0
K07169,1,17,0,17,143,0
K07174,1,17,0,17,953,0
K07179,1,15,0,15,3,0
K07180,1,17,0,17,3,0
K07182,1,4,0,4,51,0
K07195,1,17,0,17,256,0
K07197,1,5,0,5,255,0
K07205,1,1,0,1,37,0
K07208,1,17,0,17,422,0
K07209,1,17,0,17,183,0
K07215,1,17,0,17,386,0
K07220,1,17,0,17,1429,0
K07223,1,17,0,17,4,0
K07224,1,14,0,14,92,0
K07231,1,15,0,15,280,0
K07232,1,9,0,9,406,0
K07235,1,17,0,17,5,0
K07236,1,17,0,17,104,0
K07252,1,14,0,14,121,0
K07258,1,17,0,17,619,0
K07259,1,17,0,17,2094,0
K07264,1,17,0,17,78,0
K07270,1,17,0,17,78,0
K07272,1,17,0,17,107,0
K07279,1,17,0,17,128,0
K07281,1,9,0,9,324,0
K07282,1,17,0,17,859,0
K07283,1,14,0,14,9,0
K07291,1,15,0,15,51,0
K07301,1,17,0,17,72,0
K07305,1,14,1,15,1047,0
K07319,1,17,0,17,88,0
K07320,1,17,0,17,177,0
K07327,1,16,0,16,79,0
K07330,1,18,0,18,8,0
K07339,1,14,0,14,116,0
K07345,1,14,0,14,3,0
K07354,1,18,0,18,36,0
K07359,1,16,0,16,335,0
K07360,1,18,0,18,390,0
K07361,1,3,0,3,287,0
K07370,1,14,0,14,277,0
K07375,1,14,0,14,256,0
K07376,1,14,0,14,969,0
K07378,2,4,0,4,46,0
K07383,1,17,0,17,30,0
K07389,1,15,0,15,48,0
K07400,1,14,0,14,299,0
K07404,1,17,0,17,831,0
K07408,1,17,0,17,292,0
K07415,1,15,0,15,1032,0
K07416,1,18,0,18,42,0
K07426,1,17,0,17,217,0
K07427,1,17,0,17,191,0
K07430,1,9,0,9,605,0
K07432,1,14,0,14,94,0
K07434,1,14,0,14,218,0
K07435,1,14,0,14,909,0
K07437,1,17,0,17,755,0
K07445,1,17,0,17,217,0
K07449,1,14,0,14,940,0
K07460,1,14,0,14,218,0
K07467,1,15,0,15,185,0
K07470,1,17,0,17,3,0
K07471,1,16,0,16,268,0
K07479,1,18,0,18,222,0
K07489,1,14,0,14,2199,0
K07506,1,9,0,9,67,0
K07510,1,17,0,17,269,0
K07520,1,17,0,17,480,0
K07534,1,17,0,17,64,0
K07539,1,17,0,17,98,0
K07540,1,17,0,17,68,0
K07554,1,17,0,17,3,0
K07559,1,18,0,18,2256,0
K07567,1,17,0,17,2,0
K07572,1,18,0,18,17,0
K07587,1,18,0,18,4,0
K07589,1,17,0,17,3,0
K07591,1,9,0,9,2,0
K07592,1,18,0,18,4,0
K07617,1,17,0,17,116,0
K07621,1,0,0,0,0,1
K07624,1,18,0,18,4,0
K07628,1,17,0,17,833,0
K07630,1,17,0,17,92,0
K07634,1,0,0,0,0,1
K07635,1,17,0,17,24,0
K07636,1,17,0,17,2150,0
K07638,1,18,0,18,63,0
K07641,1,0,0,0,0,1
K07644,1,17,0,17,444,0
K07645,1,15,0,15,663,0
K07648,1,17,0,17,1276,0
K07662,1,15,0,15,282,0
K07668,1,13,0,13,460,0
K07670,1,14,0,14,146,0
K07676,1,17,0,17,281,0
K07678,1,18,0,18,122,0
K07679,1,17,0,17,808,0
K07680,1,15,0,15,6,0
K07681,1,14,0,14,205,0
K07685,2,18,0,18,71,0
K07687,1,18,0,18,68,0
K07693,1,11,0,11,152,0
K07700,1,14,0,14,1,0
K07703,1,17,0,17,3,0
K07704,1,14,0,14,228,0
K07708,1,14,0,14,185,0
K07711,1,14,0,14,4,0
K07712,1,18,0,18,331,0
K07715,1,17,0,17,58,0
K07716,1,17,0,17,3,0
K07735,1,14,0,14,3,0
K07744,1,14,0,14,106,0
K07746,1,14,0,14,3,0
K07749,1,14,0,14,9,0
K07750,1,18,0,18,3,0
K07759,1,17,0,17,242,0
K07762,1,10,0,10,104,0
K07764,1,17,0,17,6,0
K07773,1,17,0,17,561,0
K07774,1,17,0,17,238,0
K07776,1,17,0,17,2,0
K07785,1,0,0,0,0,1
K07791,1,5,0,5,4,0
K07793,1,17,0,17,757,0
K07795,1,17,0,17,277,0
K07796,1,0,0,0,0,1
K07798,1,17,0,17,4,0
K07818,1,0,0,0,0,1
K07833,1,17,0,17,8,0
K07834,1,17,0,17,204,0
K07835,1,17,0,17,401,0
K07842,1,17,0,17,485,0
K07843,1,16,0,16,2297,0
K07846,1,17,0,17,142,0
K07847,1,0,0,0,0,1
K07849,1,17,0,17,300,0
K07850,1,14,0,14,18,0
K07859,1,14,0,14,4057,0
K07863,1,17,0,17,288,0
K07865,1,2,0,2,343,0
K07870,1,17,0,17,16,0
K07873,1,18,0,18,828,0
K07875,1,16,0,16,64,0
K07878,1,0,0,0,0,1
K07879,1,0,0,0,0,1
K07880,1,17,0,17,2,0
K07882,1,17,0,17,23,0
K07884,1,3,0,3,375,0
K07889,1,15,0,15,10,0
K07892,1,2,0,2,16,0
K07894,1,17,0,17,4,0
K07903,1,17,0,17,2175,0
K07905,1,18,0,18,214,0
K07913,1,0,0,0,0,1
K07915,1,17,0,17,3,0
K07920,1,0,0,0,0,1
K07923,1,18,0,18,4,0
K07924,1,17,0,17,1960,0
K07925,1,17,0,17,326,0
K07930,1,17,0,17,4,0
K07931,1,17,0,17,6,0
K07932,1,18,0,18,3,0
K07934,1,17,0,17,66,0
K07938,1,18,0,18,5,0
K07940,1,0,0,0,0,1
K07949,1,14,0,14,1242,0
K07951,1,17,0,17,1752,0
K07953,1,17,0,17,3,0
K07954,1,17,0,17,4,0
K07970,1,17,0,17,761,0
K07976,1,14,0,14,213,0
K07978,1,17,0,17,207,0
K07982,1,16,0,16,3,0
K07986,1,17,0,17,868,0
K07988,1,0,0,0,0,1
K07990,1,14,0,14,14,0
K07991,1,18,0,18,133,0
K07992,1,17,0,17,5,0
K07998,1,0,0,0,0,1
K08000,1,17,0,17,6,0
K08026,1,17,0,17,194,0
K08031,1,17,0,17,5,0
K08033,1,17,0,17,4,0
K08035,1,17,0,17,51,0
K08039,1,17,0,17,34,0
K08043,1,17,0,17,140,0
K08046,1,9,0,9,2,0
K08047,1,17,0,17,4,0
K08048,1,17,0,17,3,0
K08050,1,18,0,18,5,0
K08052,1,18,0,18,203,0
K08053,1,14,0,14,125,0
K08054,1,15,0,15,30,0
K08055,1,17,0,17,342,0
K08063,1,17,0,17,3,0
K08068,1,14,0,14,131,0
K08076,1,17,0,17,21,0
K08077,1,0,0,0,0,1
K08078,1,17,0,17,1874,0
K08082,1,18,0,18,193,0
K08085,1,17,0,17,3,0
K08089,1,13,0,13,8,0
K08107,1,15,0,15,2,0
K08109,1,0,0,0,0,1
K08111,1,0,0,0,0,1
K08117,1,0,0,0,0,1
K08156,1,17,0,17,4,0
K08159,1,17,0,17,4,0
K08163,1,17,0,17,4,0
K08174,1,18,0,18,5,0
K08183,1,17,0,17,256,0
K08193,1,14,0,14,3,0
K08201,1,17,0,17,3,0
K08205,1,15,0,15,5,0
K08211,1,17,0,17,299,0
K08217,1,0,0,0,0,1
K08221,1,0,0,0,0,1
K08223,1,13,0,13,17,0
K08232,1,17,0,17,7,0
K08238,1,14,0,14,2,0
K08241,1,17,0,17,3,0
K08246,1,17,0,17,3,0
K08249,1,15,0,15,4,0
K08257,1,14,0,14,131,0
K08259,1,17,0,17,3,0
K08263,1,17,0,17,5,0
K08270,1,17,0,17,4,0
K08275,1,14,0,14,3,0
K08276,1,17,0,17,3,0
K08277,1,0,0,0,0,1
K08279,1,14,0,14,3,0
K08280,1,2,0,2,2,0
K08297,1,17,1,18,15,0
