koi_id,npl,rstar,mstar,limbdark_1,limbdark_2,epoch,period,prade,prade_err3m,prade_err2m,prade_err1m,prade_err1p,prade_err2p,prade_err3p,impact,impact_err3m,impact_err2m,impact_err1m,impact_err1p,impact_err2p,impact_err3p,logsw4_0,logw0_0,logq_0,logsw4_1,logw0_1,logq_1,logsw4_2,logw0_2,logq_2,logsw4_3,logw0_3,logq_3
K06774,1.0,1.17645,1.05497,0.2285,0.43662,170.53119,1.33705,6.6451,5.73367,6.03888,6.31918,6.96605,7.28033,7.45675,0.73758,0.62896,0.67195,0.70598,0.76155,0.78002,0.79349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K04007,1.0,1.10206,1.16073,0.32475,0.27859,140.4168,11.49263,8.81192,8.05022,8.28097,8.55091,9.06208,9.33737,9.63155,0.72832,0.68066,0.69615,0.71269,0.74167,0.75322,0.76698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01856,1.0,0.77711,0.88279,0.03883,0.88338,132.97377,0.85739,4.28792,4.0436,4.12012,4.1999,4.3758,4.46504,4.55563,0.80148,0.77337,0.78102,0.79134,0.812,0.82312,0.83231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00902,1.0,0.66364,0.61434,0.32661,0.6195,134.03386,4.4171,4.65548,4.26058,4.37213,4.51416,4.79415,4.91078,5.00435,0.3853,0.07713,0.24048,0.3179,0.43531,0.47879,0.51094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01503,1.0,1.14464,0.94523,0.4145,0.38951,381.31315,150.25306,4.39037,3.61792,3.77797,3.95545,5.00703,5.86573,6.0968,0.42421,0.00107,0.0236,0.1498,0.58551,0.70776,0.74147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K05124,1.0,0.84847,0.95682,0.56075,0.04872,347.64552,276.88,11.77068,7.30988,7.96275,9.24262,17.41021,23.00602,25.12991,0.42652,0.01102,0.03863,0.21738,0.58961,0.72899,0.74238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00797,1.0,0.79921,0.73143,1.18277,-0.30162,173.25166,10.18159,16.12297,6.844,7.6417,10.09981,24.90782,30.9403,32.43578,1.06991,0.92162,0.94172,0.98895,1.18036,1.25538,1.28916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00855,1.0,0.91504,0.7729,0.37929,0.35454,138.56448,41.40829,8.22796,7.87591,7.98678,8.11154,8.34934,8.48147,8.61219,0.12015,0.00047,0.00777,0.04026,0.20143,0.24784,0.25622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01455,1.0,1.45397,1.10185,0.45835,0.23278,357.79658,15.06804,4.31441,3.70667,3.90351,4.09471,4.65154,5.02649,5.36353,0.2388,0.00134,0.01348,0.07676,0.41421,0.53953,0.60555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02474,1.0,0.7566,0.67336,0.31077,0.55534,306.5811,176.84476,4.35296,3.57472,3.79442,4.06637,4.69104,5.07411,5.23151,0.23898,0.00101,0.00966,0.07515,0.41041,0.49631,0.53745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K05745,1.0,1.01442,0.93533,0.32313,0.5688,138.13062,11.37421,4.81714,4.25841,4.46342,4.662,4.98224,5.10568,5.21993,0.60191,0.45776,0.51821,0.56623,0.63304,0.65904,0.67453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01708,1.0,1.17746,1.08937,0.40888,0.11728,138.92647,32.77372,5.02926,4.72249,4.81445,4.91181,5.15758,5.28053,5.40017,0.15149,0.00032,0.00573,0.04384,0.25195,0.31549,0.33329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00205,1.0,0.85435,0.66838,0.92909,0.06399,132.37006,1.06547,8.65395,8.39065,8.4615,8.55317,8.7452,8.80464,8.86804,0.79613,0.78402,0.78752,0.79198,0.80025,0.80434,0.81014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K04636,1.0,0.76728,0.80187,0.41393,0.37528,369.68864,122.737,6.24225,5.30967,5.50488,5.8892,6.70443,7.23613,7.29037,0.54825,0.28377,0.37502,0.47696,0.61955,0.66906,0.68561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00824,1.0,0.92374,0.79008,0.43634,0.1336,198.46764,15.37604,10.65755,9.53269,9.89725,10.27988,11.02176,11.42517,11.89159,0.84977,0.7852,0.81156,0.83015,0.865,0.8762,0.88338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01255,1.0,1.32444,1.02337,0.57996,0.15884,478.16206,78.92543,8.10924,5.77728,6.47403,7.23323,9.02021,9.92404,10.65733,0.74998,0.50212,0.60732,0.6882,0.79819,0.83187,0.85107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00950,1.0,0.55663,0.49929,0.63215,0.19938,140.28922,31.20165,8.20423,7.77832,7.84709,7.97475,8.51328,8.76677,8.88715,0.22671,0.00225,0.01632,0.10197,0.32252,0.37598,0.39772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01420,1.0,0.79221,0.7757,0.75426,0.13346,357.98529,13.35154,4.41076,3.95862,4.05398,4.2205,4.60599,4.87091,5.1568,0.70038,0.61028,0.6429,0.67276,0.72444,0.75274,0.76552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K05308,1.0,1.15726,0.91783,0.47922,0.29564,139.99225,9.94223,11.17673,10.5967,10.77673,10.97099,11.39279,11.5777,11.63659,0.5635,0.51935,0.53692,0.55141,0.57513,0.58734,0.60003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02689,1.0,1.44687,0.99715,0.46926,0.16474,276.48823,165.34437,6.87093,6.27068,6.45759,6.65021,7.15609,7.46953,7.64796,0.17767,0.00042,0.00597,0.05403,0.31971,0.40776,0.43766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01914,1.0,0.76822,0.74719,0.61796,0.10865,133.3156,2.70436,4.4458,4.24576,4.31422,4.37604,4.55315,4.62899,4.63727,0.12932,0.00013,0.00331,0.03766,0.2233,0.26088,0.26476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02288,1.0,0.81883,0.86327,0.37438,0.38932,146.52855,38.10406,4.04597,3.78901,3.85686,3.94544,4.17959,4.33575,4.41712,0.19169,0.00102,0.01038,0.06868,0.31033,0.38239,0.42101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02513,1.0,0.73607,0.98424,0.57578,0.05898,136.897,19.00539,4.05108,3.16996,3.47824,3.76957,4.33883,4.61408,4.89902,0.86797,0.80176,0.83185,0.85115,0.88246,0.89484,0.90615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K03484,1.0,1.2891,1.09983,0.16589,0.07807,373.96526,84.70154,4.35914,3.84313,4.01481,4.16468,4.59096,4.83678,5.03709,0.25407,0.00012,0.00751,0.09116,0.39843,0.48848,0.54933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
