kepid,kepmag,nkoi,rrmscdpp03p0,rrmscdpp06p0,rrmscdpp09p0,rrmscdpp12p0,rrmscdpp15p0,st_delivname
4829935,14.779,1,121.796,93.838,83.504,77.913,74.069,q1_q16_stellar
4739194,14.283,1,,,,,,q1_q16_stellar
4814502,12.697,1,71.222,71.100,74.203,77.130,77.303,q1_q16_stellar
4833135,14.660,1,112.590,83.481,71.177,64.556,59.513,q1_q16_stellar
4847843,13.405,1,77.656,69.156,68.633,70.169,71.118,q1_q16_stellar
4772095,13.293,1,150.805,115.189,100.241,90.350,83.996,q1_q16_stellar
4848115,15.522,1,284.549,243.996,233.547,237.057,244.077,q1_q16_stellar
4739565,14.173,1,88.843,65.701,54.831,47.939,43.385,q1_q16_stellar
4743508,14.554,1,330.986,354.417,354.260,358.035,357.315,q1_q16_stellar
4752451,12.385,1,36.328,29.021,26.516,25.487,25.053,q1_q16_stellar
4743513,12.963,1,70.001,68.668,69.262,68.864,67.049,q1_q16_stellar
4740375,14.817,1,154.160,127.745,121.018,120.559,121.065,q1_q16_stellar
4773392,13.985,1,99.212,78.784,70.720,67.079,65.150,q1_q16_stellar
4753988,14.989,1,,,,,,q1_q16_stellar
4914709,15.639,1,267.384,202.847,175.189,158.541,148.652,q1_q16_stellar
4949214,14.351,1,239.949,254.076,245.017,239.553,233.970,q1_q16_stellar
4857058,14.316,2,137.622,112.380,100.877,95.865,91.951,q1_q16_stellar
4861736,13.851,1,104.896,86.143,79.864,76.393,74.313,q1_q16_stellar
4861791,15.957,1,381.914,281.222,235.756,209.415,190.787,q1_q16_stellar
4915638,15.868,1,278.650,208.578,178.890,163.437,150.379,q1_q16_stellar
4929299,14.774,1,152.550,121.470,106.928,101.538,99.223,q1_q16_stellar
4851217,11.108,1,,,,,,q1_q16_stellar
4946049,12.950,1,49.763,37.260,31.948,29.052,26.699,q1_q16_stellar
4851464,15.752,1,358.287,308.143,299.140,304.000,308.950,q1_q16_stellar
4995716,15.696,1,260.730,196.664,167.913,151.003,137.633,q1_q16_stellar
4913000,11.668,1,30.816,26.819,25.963,26.040,26.269,q1_q16_stellar
4935914,17.914,1,2574.491,2187.807,2062.103,1968.130,1854.064,q1_q16_stellar
4990977,13.870,1,178.487,189.371,189.693,191.716,191.438,q1_q16_stellar
4863956,12.846,1,99.740,85.841,77.979,72.163,66.653,q1_q16_stellar
4902030,15.929,1,,,,,,q1_q16_stellar
4902202,15.580,1,300.028,226.010,193.782,173.786,159.170,q1_q16_stellar
4931073,11.957,1,,,,,,q1_q16_stellar
5036705,14.725,1,177.010,135.714,119.106,109.494,103.109,q1_q16_stellar
5020034,15.812,1,1037.085,905.749,860.398,818.803,766.922,q1_q16_stellar
5077629,15.805,1,388.984,300.596,269.075,252.299,244.289,q1_q16_stellar
5032842,14.628,1,141.306,104.052,87.067,77.268,69.936,q1_q16_stellar
5023956,14.605,1,119.112,90.294,78.803,73.119,68.901,q1_q16_stellar
5009743,13.956,1,73.981,56.739,49.311,45.384,42.403,q1_q16_stellar
5084942,13.341,1,76.959,63.958,57.518,54.867,53.330,q1_q16_stellar
5091016,15.390,1,166.689,121.390,100.906,88.800,79.569,q1_q16_stellar
5034333,11.520,1,50.487,51.058,51.252,52.041,52.173,q1_q16_stellar
5039228,12.681,1,67.238,69.191,69.279,70.402,70.102,q1_q16_stellar
5039687,14.087,1,116.573,90.630,80.713,75.700,73.309,q1_q16_stellar
5097856,14.861,1,129.651,94.599,80.062,71.725,65.371,q1_q16_stellar
5097868,15.188,1,176.470,135.789,117.833,106.656,99.214,q1_q16_stellar
5036052,12.644,1,129.998,114.885,103.663,95.953,89.728,q1_q16_stellar
5092266,15.755,1,219.327,159.487,133.429,118.154,107.468,q1_q16_stellar
5042210,11.821,1,38.418,31.020,28.304,27.313,26.594,q1_q16_stellar
5166811,15.612,1,262.167,196.192,166.409,149.792,135.156,q1_q16_stellar
5215251,15.755,1,333.784,247.182,207.922,185.862,169.532,q1_q16_stellar
5184911,15.141,2,179.813,152.266,144.221,141.698,144.125,q1_q16_stellar
5124667,12.443,1,41.788,34.687,32.942,32.643,33.054,q1_q16_stellar
5130740,12.504,1,52.649,46.283,46.346,47.566,48.076,q1_q16_stellar
5125347,15.302,1,241.555,191.918,173.139,165.802,163.562,q1_q16_stellar
5130983,14.329,1,181.246,176.117,184.794,193.312,193.004,q1_q16_stellar
5216727,13.448,1,,,,,,q1_q16_stellar
5131276,11.598,1,38.894,37.730,37.354,38.531,39.275,q1_q16_stellar
5112198,14.128,1,93.168,69.539,60.160,54.690,50.264,q1_q16_stellar
5213811,12.369,1,94.970,94.040,93.956,94.064,93.071,q1_q16_stellar
5218014,12.923,1,,,,,,q1_q16_stellar
5195172,13.522,1,61.755,48.371,42.953,40.092,38.736,q1_q16_stellar
5307568,14.037,1,123.474,101.958,94.956,93.391,93.947,q1_q16_stellar
5294739,13.930,1,,,,,,q1_q16_stellar
5269467,15.810,1,251.274,188.802,163.937,149.030,138.286,q1_q16_stellar
5219234,15.812,4,360.447,276.745,239.392,218.902,204.890,q1_q16_stellar
5308666,13.819,1,98.220,89.853,90.826,93.506,95.941,q1_q16_stellar
5308777,13.199,1,179.346,160.344,146.130,137.102,128.385,q1_q16_stellar
5343976,12.612,1,127.005,133.012,134.846,137.400,139.061,q1_q16_stellar
5301955,12.939,1,435.758,422.627,404.255,388.732,372.752,q1_q16_stellar
5305471,14.178,1,122.823,94.186,82.609,75.859,69.507,q1_q16_stellar
5266937,14.352,1,,,,,,q1_q16_stellar
5263802,11.494,1,33.733,32.041,32.256,32.996,33.163,q1_q16_stellar
5306862,12.777,1,,,,,,q1_q16_stellar
5340878,14.311,1,120.464,93.577,81.872,75.051,70.324,q1_q16_stellar
5357470,14.845,1,131.321,106.852,99.476,96.829,96.715,q1_q16_stellar
5370302,15.016,1,179.726,156.816,152.723,156.021,157.960,q1_q16_stellar
5357901,14.741,1,123.862,93.804,81.134,74.606,70.684,q1_q16_stellar
5443837,14.545,1,173.604,172.815,179.076,185.221,184.700,q1_q16_stellar
5360974,15.945,1,266.426,193.888,162.255,143.371,127.704,q1_q16_stellar
5428657,15.121,1,306.834,304.366,307.870,315.225,315.036,q1_q16_stellar
5436415,12.741,1,149.550,132.365,118.603,108.719,100.450,q1_q16_stellar
5456023,14.313,1,103.066,77.569,66.400,60.659,55.753,q1_q16_stellar
5385410,13.582,2,66.741,48.462,41.049,37.144,34.037,q1_q16_stellar
5386163,13.262,1,57.298,42.706,36.525,33.111,30.547,q1_q16_stellar
5456651,15.208,2,180.603,136.499,117.163,106.437,98.496,q1_q16_stellar
5388229,14.684,1,373.405,328.969,283.593,256.393,233.600,q1_q16_stellar
5450814,15.693,1,368.131,344.464,353.317,365.611,369.792,q1_q16_stellar
5481416,15.836,1,441.528,353.740,325.260,312.522,308.303,q1_q16_stellar
5551504,14.259,1,113.166,96.634,93.615,94.864,96.869,q1_q16_stellar
5471010,15.639,1,278.146,208.071,179.054,165.856,155.152,q1_q16_stellar
5471192,14.285,1,111.997,93.301,86.815,84.684,82.035,q1_q16_stellar
5534941,13.024,1,55.329,42.100,35.969,32.294,29.474,q1_q16_stellar
5561278,11.855,1,38.824,31.714,29.000,28.040,27.732,q1_q16_stellar
5475641,14.298,1,147.111,132.628,130.135,132.365,135.914,q1_q16_stellar
5482603,11.706,1,83.986,78.862,76.647,76.481,77.735,q1_q16_stellar
5513866,13.573,1,73.781,57.370,50.984,48.092,45.689,q1_q16_stellar
5542983,13.388,1,58.245,43.917,37.272,33.811,31.756,q1_q16_stellar
5557821,15.148,1,183.055,136.665,117.560,105.601,97.066,q1_q16_stellar
5526527,14.786,1,195.640,180.313,182.493,187.480,189.828,q1_q16_stellar
5552808,11.969,1,75.028,66.869,59.644,54.131,49.195,q1_q16_stellar
5471675,13.306,2,78.484,69.356,64.881,62.363,60.350,q1_q16_stellar
5471792,13.369,1,63.154,47.992,41.803,38.656,36.557,q1_q16_stellar
5526717,14.279,2,99.240,78.727,72.003,68.541,64.771,q1_q16_stellar
5467102,15.362,1,257.891,214.976,202.865,194.163,188.189,q1_q16_stellar
5546761,14.874,2,141.056,102.707,85.351,74.469,66.131,q1_q16_stellar
5553624,14.231,1,,,,,,q1_q16_stellar
5563080,14.333,1,168.489,142.839,132.256,127.848,127.006,q1_q16_stellar
5563300,14.710,1,150.564,110.944,92.899,83.023,75.835,q1_q16_stellar
5473556,13.545,1,,,,,,q1_q16_stellar
5645170,15.347,1,226.981,167.039,142.376,127.229,116.650,q1_q16_stellar
5610698,13.894,1,,,,,,q1_q16_stellar
5650930,12.376,1,83.385,75.730,70.450,66.873,63.095,q1_q16_stellar
5685113,14.617,1,133.468,100.943,87.230,77.431,69.805,q1_q16_stellar
5640511,11.290,1,54.802,43.474,37.149,33.036,29.790,q1_q16_stellar
5616489,12.962,1,140.619,137.475,136.676,135.950,135.321,q1_q16_stellar
5621586,15.659,1,238.613,175.453,148.324,132.424,120.620,q1_q16_stellar
5616628,15.691,1,208.014,151.333,125.344,109.516,96.824,q1_q16_stellar
5642688,15.078,1,185.137,137.709,117.763,105.514,96.054,q1_q16_stellar
5648449,10.680,1,36.529,34.608,34.002,34.264,34.600,q1_q16_stellar
5686974,13.732,1,72.114,55.046,47.114,42.925,39.785,q1_q16_stellar
5780460,15.703,1,272.630,212.583,189.322,177.586,170.560,q1_q16_stellar
5809890,13.999,2,101.225,81.980,74.305,71.506,69.662,q1_q16_stellar
5795648,11.471,1,40.198,42.249,42.972,43.858,44.030,q1_q16_stellar
5781991,14.768,1,136.767,109.487,98.661,94.456,91.742,q1_q16_stellar
5710069,15.553,1,211.329,154.851,129.979,115.312,103.678,q1_q16_stellar
5702939,14.168,1,78.251,58.081,48.941,43.618,39.506,q1_q16_stellar
5780194,15.683,1,247.511,193.238,171.220,161.909,156.817,q1_q16_stellar
5737869,14.680,1,153.918,113.574,96.070,84.596,76.020,q1_q16_stellar
5802470,13.764,1,,,,,,q1_q16_stellar
5716244,15.423,1,,,,,,q1_q16_stellar
5783732,13.477,1,61.770,47.319,41.283,37.979,35.694,q1_q16_stellar
5903312,12.450,1,59.906,54.440,53.293,53.818,54.634,q1_q16_stellar
5876360,17.172,1,1876.042,1489.654,1281.532,1127.084,998.685,q1_q16_stellar
5817553,14.081,1,150.726,146.243,140.127,136.890,132.705,q1_q16_stellar
5817566,11.684,1,783.511,838.982,877.395,881.012,869.090,q1_q16_stellar
5812960,14.915,1,187.845,158.216,151.620,152.836,155.120,q1_q16_stellar
5888187,13.623,1,90.665,76.272,72.927,71.320,71.072,q1_q16_stellar
5858919,12.429,1,104.185,81.595,69.386,61.143,54.253,q1_q16_stellar
5908086,11.674,1,52.475,44.538,39.424,36.143,33.445,q1_q16_stellar
5942112,15.184,1,170.787,123.153,102.069,89.298,79.938,q1_q16_stellar
5954001,13.848,1,77.979,62.211,57.320,54.687,53.813,q1_q16_stellar
5962716,13.877,1,,,,,,q1_q16_stellar
6037581,13.598,3,77.459,68.735,68.322,70.133,71.580,q1_q16_stellar
6047853,13.710,1,71.630,59.451,54.800,52.798,51.019,q1_q16_stellar
6022556,15.581,1,297.732,227.893,194.737,176.281,162.152,q1_q16_stellar
5963582,12.939,1,58.929,46.431,41.461,38.669,36.113,q1_q16_stellar
6034379,13.931,1,817.975,638.157,551.897,497.064,454.928,q1_q16_stellar
6028860,14.403,1,97.579,71.425,60.433,54.000,48.623,q1_q16_stellar
6043490,13.381,1,90.730,69.811,59.435,53.420,48.738,q1_q16_stellar
5979863,15.229,1,200.319,156.313,139.623,132.576,129.315,q1_q16_stellar
5986270,12.224,1,104.939,98.611,94.074,90.247,85.580,q1_q16_stellar
6058816,13.214,2,56.946,43.596,37.573,34.338,31.977,q1_q16_stellar
6035335,11.865,1,118.273,95.131,79.798,69.715,62.081,q1_q16_stellar
6046540,14.412,1,103.492,79.824,70.831,66.833,64.984,q1_q16_stellar
6049190,14.811,1,122.070,89.116,73.774,64.968,58.624,q1_q16_stellar
6025124,14.426,1,123.938,111.333,111.720,114.168,116.781,q1_q16_stellar
6032730,8.655,1,84.107,63.121,53.051,46.928,41.924,q1_q16_stellar
6041734,15.280,3,212.634,182.891,177.396,178.092,182.210,q1_q16_stellar
6065351,13.572,1,192.180,173.646,158.209,145.301,133.363,q1_q16_stellar
6047498,15.348,1,181.858,135.722,114.615,101.641,92.065,q1_q16_stellar
6115356,15.326,1,192.613,148.779,128.577,117.380,108.537,q1_q16_stellar
6182508,15.901,1,394.537,288.421,237.277,206.277,185.066,q1_q16_stellar
6124941,13.783,1,88.835,69.576,61.731,57.111,53.594,q1_q16_stellar
6119923,15.126,1,176.530,141.800,126.661,119.324,112.991,q1_q16_stellar
6195792,15.846,1,323.886,263.898,242.320,235.788,233.810,q1_q16_stellar
6152521,12.669,1,64.640,53.504,48.547,45.432,42.629,q1_q16_stellar
6199864,15.720,1,292.968,228.799,204.886,193.521,186.978,q1_q16_stellar
6205897,14.310,1,98.465,76.111,67.477,62.806,59.041,q1_q16_stellar
6106046,15.330,1,193.182,144.264,125.180,112.588,103.755,q1_q16_stellar
6114140,15.485,1,193.892,142.444,121.626,108.085,96.826,q1_q16_stellar
6200235,15.143,1,189.557,161.605,156.142,157.473,159.975,q1_q16_stellar
6129524,15.919,1,259.429,189.710,159.210,141.191,128.553,q1_q16_stellar
6129632,11.454,1,89.089,76.871,68.542,62.732,57.435,q1_q16_stellar
6200715,14.930,1,152.337,123.934,114.556,109.550,106.085,q1_q16_stellar
6197344,15.598,1,100.877,78.078,68.898,62.792,57.788,q1_q16_stellar
6207053,15.553,1,249.962,192.594,169.826,158.428,151.032,q1_q16_stellar
6124512,14.667,1,118.884,86.605,72.715,64.438,57.768,q1_q16_stellar
6276791,15.466,2,222.510,171.516,153.032,141.821,134.383,q1_q16_stellar
6265792,13.615,1,63.691,47.858,40.868,37.052,33.058,q1_q16_stellar
6265961,13.692,1,67.907,50.817,43.494,39.406,36.269,q1_q16_stellar
6233903,16.455,1,671.539,557.358,522.649,526.870,532.687,q1_q16_stellar
6369131,14.579,1,103.359,76.632,64.821,57.482,51.987,q1_q16_stellar
6307000,15.790,1,298.117,224.316,189.695,169.102,155.378,q1_q16_stellar
6383821,14.556,1,122.503,93.193,80.734,74.227,70.286,q1_q16_stellar
6312314,14.135,1,99.841,73.562,61.715,55.558,50.955,q1_q16_stellar
6424561,15.134,1,166.863,122.682,104.412,93.124,85.004,q1_q16_stellar
6373680,15.413,1,252.677,219.945,215.791,218.677,224.025,q1_q16_stellar
6359175,15.499,1,213.735,163.801,143.876,132.284,123.598,q1_q16_stellar
6370120,15.169,1,204.561,162.612,143.261,134.823,130.744,q1_q16_stellar
6367628,13.035,1,,,,,,q1_q16_stellar
6364215,15.656,2,210.531,154.091,128.045,113.479,101.478,q1_q16_stellar
6364294,15.479,1,187.960,142.008,123.638,113.180,104.321,q1_q16_stellar
6421937,13.925,1,171.011,134.652,116.685,105.482,96.816,q1_q16_stellar
6364327,14.579,1,106.764,81.367,70.947,64.454,60.022,q1_q16_stellar
6364582,12.988,2,45.761,35.630,31.569,29.514,27.801,q1_q16_stellar
6368222,13.678,1,118.220,110.724,106.416,105.148,103.833,q1_q16_stellar
6300348,14.858,1,143.676,116.719,108.515,105.724,106.366,q1_q16_stellar
6342333,14.320,1,121.240,90.107,77.625,70.610,64.663,q1_q16_stellar
6350882,15.744,1,235.834,180.220,157.106,143.989,136.168,q1_q16_stellar
6426592,15.207,1,174.516,130.429,111.027,98.645,90.223,q1_q16_stellar
6301030,17.777,1,1836.370,1438.639,1303.638,1234.536,1190.332,q1_q16_stellar
6462874,15.719,2,440.853,373.370,341.251,321.539,302.851,q1_q16_stellar
6517064,14.940,1,163.769,133.110,117.978,109.960,102.613,q1_q16_stellar
6470149,12.263,1,116.670,107.933,101.713,97.784,94.257,q1_q16_stellar
6442246,13.386,1,56.568,41.610,35.160,31.246,28.276,q1_q16_stellar
6470521,13.858,1,113.977,99.480,93.827,92.306,90.603,q1_q16_stellar
6522242,15.196,1,160.763,117.749,99.085,87.671,78.676,q1_q16_stellar
6507427,14.413,1,116.224,98.174,91.992,90.672,91.032,q1_q16_stellar
6452742,14.726,1,,,,,,q1_q16_stellar
6443093,14.570,1,106.270,78.290,65.337,58.021,52.447,q1_q16_stellar
6522824,15.807,1,284.753,215.925,186.697,171.035,159.957,q1_q16_stellar
6531143,15.835,1,253.679,189.548,160.377,140.282,125.522,q1_q16_stellar
6432059,14.840,1,207.634,178.648,157.360,140.754,127.473,q1_q16_stellar
6595662,14.746,1,327.433,343.062,345.125,349.638,350.341,q1_q16_stellar
6629332,13.997,1,139.456,142.357,146.902,152.189,152.634,q1_q16_stellar
6599305,14.519,1,162.458,134.050,122.854,117.609,114.080,q1_q16_stellar
6584167,13.436,1,62.742,48.365,42.022,39.020,36.401,q1_q16_stellar
6629993,15.133,1,191.417,141.751,120.005,107.356,97.484,q1_q16_stellar
6674908,14.155,1,177.172,164.361,163.328,166.515,169.049,q1_q16_stellar
6675060,16.510,1,500.199,428.380,421.542,425.460,432.395,q1_q16_stellar
6605493,13.799,1,69.598,52.490,45.184,41.615,39.300,q1_q16_stellar
6614629,12.428,1,40.741,31.921,28.196,26.137,24.586,q1_q16_stellar
6635813,14.941,1,183.088,143.079,129.013,122.775,118.765,q1_q16_stellar
6546528,14.598,1,149.606,120.626,111.371,106.875,105.034,q1_q16_stellar
6590726,15.477,1,218.230,177.096,161.709,153.353,147.386,q1_q16_stellar
6606438,15.549,1,266.886,213.301,190.758,181.961,179.393,q1_q16_stellar
6594972,14.342,1,,,,,,q1_q16_stellar
6677256,14.521,1,99.816,74.427,62.989,56.591,51.748,q1_q16_stellar
6677267,12.770,1,55.164,47.585,45.151,44.417,43.689,q1_q16_stellar
6543683,13.998,1,105.626,87.505,78.585,74.720,69.043,q1_q16_stellar
6607286,15.005,2,146.191,112.192,97.545,91.121,86.994,q1_q16_stellar
6629156,14.670,1,244.327,196.837,162.516,142.660,128.852,q1_q16_stellar
6755944,13.447,1,57.242,42.101,35.347,31.176,27.968,q1_q16_stellar
6691169,15.765,1,261.252,191.807,159.926,141.001,125.597,q1_q16_stellar
6762188,13.672,1,189.163,182.121,179.308,177.475,175.520,q1_q16_stellar
6685609,13.182,3,59.227,49.729,47.434,47.298,48.114,q1_q16_stellar
6716021,13.455,1,125.215,135.748,133.682,134.359,134.641,q1_q16_stellar
6766634,13.709,1,60.272,45.877,39.603,36.121,33.003,q1_q16_stellar
6779726,15.695,1,255.590,219.557,208.346,208.511,214.162,q1_q16_stellar
6697716,14.424,1,,,,,,q1_q16_stellar
6697756,14.107,1,92.460,72.246,64.177,60.047,57.609,q1_q16_stellar
6784887,14.965,1,141.629,107.999,92.572,84.084,77.689,q1_q16_stellar
6878240,15.996,2,282.044,205.468,172.965,153.806,139.613,q1_q16_stellar
6887321,13.869,1,82.595,62.561,53.805,49.085,45.378,q1_q16_stellar
6869184,15.737,1,270.633,214.734,193.655,184.542,180.931,q1_q16_stellar
6878408,15.975,1,277.145,202.151,168.475,149.545,134.761,q1_q16_stellar
6859801,14.874,1,144.530,112.705,99.719,93.591,90.615,q1_q16_stellar
6859813,12.068,1,,,,,,q1_q16_stellar
6863187,15.634,1,215.974,158.245,133.422,118.324,106.047,q1_q16_stellar
6934045,13.491,1,62.214,50.648,47.219,46.116,45.931,q1_q16_stellar
6937402,15.619,1,211.956,154.227,126.872,112.069,100.210,q1_q16_stellar
6803855,13.781,1,78.916,58.782,50.367,45.378,41.898,q1_q16_stellar
6934587,13.406,1,393.345,389.122,387.685,385.810,374.311,q1_q16_stellar
6805146,13.210,1,79.552,74.074,72.590,72.799,71.633,q1_q16_stellar
6890618,14.636,1,131.007,97.444,83.362,75.058,68.812,q1_q16_stellar
6891513,15.579,1,315.768,275.445,267.055,264.219,256.047,q1_q16_stellar
6871071,14.686,5,109.523,80.316,67.109,59.402,53.208,q1_q16_stellar
6925263,15.604,1,301.412,218.997,186.288,166.161,148.556,q1_q16_stellar
7037540,14.808,2,118.273,92.949,80.842,74.434,68.738,q1_q16_stellar
7049486,13.144,1,,,,,,q1_q16_stellar
6965293,12.847,1,53.918,51.864,54.227,56.726,57.072,q1_q16_stellar
7031742,15.329,1,176.906,130.367,109.439,97.599,88.387,q1_q16_stellar
7031948,15.765,1,255.385,187.408,158.422,142.449,128.513,q1_q16_stellar
7031992,15.787,1,243.490,175.398,145.927,128.589,115.217,q1_q16_stellar
6956136,12.147,1,42.098,35.427,33.037,32.178,32.161,q1_q16_stellar
7013923,15.844,1,279.370,209.462,180.630,163.131,150.550,q1_q16_stellar
7032568,13.831,1,69.619,50.876,42.090,36.972,33.095,q1_q16_stellar
7053328,12.389,1,63.245,55.283,49.032,44.760,40.623,q1_q16_stellar
7047824,15.514,1,208.672,167.816,152.339,147.264,145.305,q1_q16_stellar
7047922,14.563,2,87.904,65.211,55.190,49.241,44.478,q1_q16_stellar
7033671,13.774,1,70.381,52.280,44.243,39.303,35.805,q1_q16_stellar
7033748,13.685,1,,,,,,q1_q16_stellar
7129465,15.316,1,262.489,254.748,261.099,268.868,268.331,q1_q16_stellar
7184556,15.854,1,261.094,188.689,153.509,133.242,118.287,q1_q16_stellar
7109675,15.262,2,216.732,173.064,155.258,147.129,143.607,q1_q16_stellar
7097965,13.516,1,67.921,58.353,55.939,56.131,57.157,q1_q16_stellar
7174349,19.294,1,11427.197,8655.681,7415.809,6683.699,6161.436,q1_q16_stellar
7123614,14.027,1,80.849,63.713,57.370,54.317,52.638,q1_q16_stellar
7174911,15.396,1,299.965,232.476,202.177,184.717,169.575,q1_q16_stellar
7100673,12.639,5,45.882,37.232,34.107,32.555,31.613,q1_q16_stellar
7107561,13.429,1,63.126,49.958,45.524,43.745,42.798,q1_q16_stellar
7124613,13.343,1,74.170,73.080,76.322,79.745,79.783,q1_q16_stellar
7132015,12.843,1,48.200,43.133,42.262,43.385,44.316,q1_q16_stellar
7132542,15.327,1,181.630,139.198,122.422,111.937,103.758,q1_q16_stellar
7132798,14.236,2,81.771,61.587,52.663,47.777,43.855,q1_q16_stellar
7285673,14.498,1,132.452,112.337,109.004,110.146,112.253,q1_q16_stellar
7286173,13.668,1,71.706,56.251,50.394,47.538,46.277,q1_q16_stellar
7303287,13.956,3,108.362,102.440,105.200,109.200,110.462,q1_q16_stellar
7345136,15.642,1,260.955,190.382,158.525,138.780,122.929,q1_q16_stellar
7289577,14.937,1,149.931,118.518,106.477,99.256,93.176,q1_q16_stellar
7277317,13.781,1,90.593,66.365,55.859,49.134,43.567,q1_q16_stellar
7281399,15.989,1,333.725,254.539,219.870,203.816,192.339,q1_q16_stellar
7210749,13.700,1,587.008,428.475,357.566,314.101,279.357,q1_q16_stellar
7220322,11.884,1,138.682,126.967,121.586,120.844,121.293,q1_q16_stellar
7335972,15.298,1,247.076,185.058,155.936,137.988,125.114,q1_q16_stellar
7205717,14.010,1,82.414,62.563,54.462,49.244,45.438,q1_q16_stellar
7435780,15.013,1,145.276,106.871,88.993,78.499,69.855,q1_q16_stellar
7449541,15.620,1,225.344,162.990,135.198,119.493,108.020,q1_q16_stellar
7365447,14.340,1,164.544,167.475,173.387,177.311,175.255,q1_q16_stellar
7386391,15.365,1,210.397,157.342,135.803,122.225,113.125,q1_q16_stellar
7419318,12.990,2,54.055,41.479,36.507,34.070,32.076,q1_q16_stellar
7447200,13.822,2,90.362,79.417,77.188,78.471,80.532,q1_q16_stellar
7416306,13.668,1,93.694,69.719,59.041,53.062,48.051,q1_q16_stellar
7458743,13.586,1,173.097,149.916,133.092,122.616,112.617,q1_q16_stellar
7364176,12.765,1,41.957,32.552,28.531,26.252,25.144,q1_q16_stellar
7455287,15.847,3,315.112,253.897,225.034,210.069,203.373,q1_q16_stellar
7517261,13.932,2,83.380,72.741,68.022,64.476,60.742,q1_q16_stellar
7523542,14.934,1,147.680,110.474,92.877,83.211,76.320,q1_q16_stellar
7537945,15.083,1,197.542,156.342,137.469,130.236,125.630,q1_q16_stellar
7582689,11.973,3,36.878,28.582,25.102,23.487,22.422,q1_q16_stellar
7538434,15.342,1,190.479,145.038,126.292,115.671,105.088,q1_q16_stellar
7597005,15.192,1,159.640,115.868,98.730,87.960,79.411,q1_q16_stellar
7584650,13.468,2,71.588,52.271,44.405,39.904,36.489,q1_q16_stellar
7597703,15.322,1,,,,,,q1_q16_stellar
7509886,13.283,2,71.433,66.128,66.276,67.899,68.807,q1_q16_stellar
7522911,15.442,1,236.949,176.585,149.197,133.727,121.889,q1_q16_stellar
7595157,14.140,2,85.494,64.539,55.071,50.458,47.286,q1_q16_stellar
7581535,15.520,1,305.109,218.806,183.598,160.462,143.012,q1_q16_stellar
7598326,15.016,1,163.549,126.874,113.866,108.364,102.791,q1_q16_stellar
7499398,15.573,1,366.921,269.648,226.235,202.885,186.494,q1_q16_stellar
7662502,13.664,1,70.111,55.209,49.762,47.403,45.860,q1_q16_stellar
7679812,12.626,1,47.768,39.548,37.550,37.248,37.566,q1_q16_stellar
7662744,15.445,1,230.266,164.247,134.134,116.558,103.924,q1_q16_stellar
7668416,15.247,1,170.550,125.961,105.961,94.576,85.918,q1_q16_stellar
7612691,15.889,1,314.462,237.268,200.230,177.895,162.931,q1_q16_stellar
7624297,14.928,1,150.201,117.438,106.382,100.454,96.949,q1_q16_stellar
7692093,15.927,2,327.547,263.532,239.086,222.040,209.060,q1_q16_stellar
7692248,15.822,1,269.074,201.169,174.660,156.485,143.084,q1_q16_stellar
7602070,14.356,1,129.931,109.582,102.127,100.297,99.212,q1_q16_stellar
7613620,15.775,1,274.466,212.670,186.436,170.090,158.240,q1_q16_stellar
7697103,15.712,1,221.645,163.829,136.875,120.876,109.441,q1_q16_stellar
7670485,14.408,1,108.460,89.063,82.180,80.765,81.507,q1_q16_stellar
7603200,12.925,3,50.586,43.132,40.328,39.624,39.661,q1_q16_stellar
7690844,15.689,1,264.143,209.796,186.541,170.861,157.726,q1_q16_stellar
7777416,15.298,1,306.976,260.643,221.901,205.285,188.893,q1_q16_stellar
7777471,14.549,1,150.106,122.872,115.069,112.966,113.009,q1_q16_stellar
7749318,14.528,1,339.785,356.282,352.799,356.163,356.729,q1_q16_stellar
7778767,15.829,2,354.984,258.265,214.893,189.373,168.461,q1_q16_stellar
7767559,15.403,1,254.907,247.478,256.084,266.887,267.328,q1_q16_stellar
7747425,14.601,4,114.696,86.199,74.916,67.847,63.015,q1_q16_stellar
7801070,15.183,1,206.439,151.122,125.811,113.199,103.313,q1_q16_stellar
7732791,16.177,1,1031.757,984.948,946.595,932.230,894.082,q1_q16_stellar
7747835,15.193,1,175.734,130.793,110.535,99.323,90.856,q1_q16_stellar
7837302,13.722,1,70.807,55.923,49.879,46.633,44.249,q1_q16_stellar
7834045,14.875,1,147.385,116.886,106.232,101.895,98.655,q1_q16_stellar
7877978,14.889,1,163.017,128.063,112.818,104.764,99.736,q1_q16_stellar
7869917,12.082,2,63.243,65.201,63.741,63.307,62.802,q1_q16_stellar
7831264,13.717,2,72.722,58.423,53.487,51.849,50.757,q1_q16_stellar
7906671,14.720,1,108.836,79.735,66.496,58.979,52.761,q1_q16_stellar
7840035,16.900,1,776.938,665.108,638.960,634.734,642.601,q1_q16_stellar
7900695,13.800,1,89.352,73.634,67.361,65.794,64.316,q1_q16_stellar
7877496,14.309,1,112.039,91.005,84.385,82.694,81.568,q1_q16_stellar
7888957,13.971,1,200.099,170.492,151.026,137.467,125.676,q1_q16_stellar
7877820,13.099,1,54.630,43.780,39.925,38.290,37.779,q1_q16_stellar
7936194,12.101,1,64.121,57.222,55.321,55.022,54.720,q1_q16_stellar
7947631,15.179,1,,,,,,q1_q16_stellar
