planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,Teff,Teff_err1,Teff_err2,FeH,FeH_err1,FeH_err2,logg,logg_err1,logg_err2,limbdark_1,limbdark_2,period,period_err1,period_err2,epoch,epoch_err1,epoch_err2,prad,prad_err1,prad_err2,impact,impact_err1,impact_err2,depth,depth_err1,depth_err2,duration,duration_err1,duration_err2,ror,ror_err1,ror_err2,dor,dor_err1,dor_err2,snr,num_transits
K02408.01,CONFIRMED,K02408,6429812,1,14.183,1.0260,0.0370,-0.0810,0.9040,0.1210,-0.0380,0.2917933603349976,0.10923324070678408,-0.048436231263321805,5632.00,67.00,-92.00,0.2100,0.1500,-0.1500,4.537,0.014,-0.119,0.4191,0.2555,94.289223000,6.4660000e-04,-6.4660000e-04,166.5082600,5.870000e-03,-5.870000e-03,2.11,2.900e-01,-8.000e-02,0.6130,0.3300,-0.3890,5.0540e+02,2.630e+01,-2.630e+01,4.10200,0.15800,-0.15800,0.021415,5.505000e-03,-1.134000e-03,143.400000,56.000000,-56.000000,22.50,13
K02477.01,CANDIDATE,K02477,6846911,1,14.729,1.0570,0.1520,-0.1240,1.1310,0.3350,-0.1800,0.012838463516350412,0.21444842800576716,-0.18624939651173805,5970.00,184.00,-205.00,0.0600,0.2500,-0.3000,4.355,0.112,-0.192,0.3661,0.2844,14.026346920,3.9970000e-05,-3.9970000e-05,135.1753900,2.310000e-03,-2.310000e-03,2.66,7.900e-01,-4.200e-01,0.8770,0.0620,-0.6320,4.0360e+02,2.630e+01,-2.630e+01,1.28080,0.07660,-0.07660,0.021529,1.942000e-03,-3.062000e-03,43.900000,21.500000,-21.500000,19.30,97
K02479.01,CANDIDATE,K02479,5963582,1,12.939,1.0200,0.1330,-0.0890,1.7820,0.3440,-0.3440,-0.5949716363553603,0.152616831226343,-0.23316140681480113,5422.00,119.00,-98.00,0.0200,0.1500,-0.1500,3.945,0.162,-0.108,0.4484,0.2357,25.543370400,2.2610000e-04,-2.2610000e-04,140.5870500,7.090000e-03,-7.090000e-03,2.11,4.100e-01,-4.100e-01,0.4400,0.0130,-0.4400,1.3860e+02,5.700e+00,-5.700e+00,8.56700,0.21600,-0.21600,0.010853,1.660000e-04,-5.360000e-04,20.740000,8.200000,-8.200000,28.40,51
K02482.01,CONFIRMED,K02482,11403389,1,14.976,0.9980,0.1140,-0.1250,0.9000,0.2580,-0.0860,0.2855543039546865,0.2082752074909482,-0.10896633585711618,5790.00,156.00,-190.00,-0.0200,0.3000,-0.3000,4.528,0.036,-0.204,0.4035,0.2622,45.090920100,4.7490000e-04,-4.7490000e-04,133.5514600,8.330000e-03,-8.330000e-03,2.44,7.000e-01,-2.400e-01,0.9570,0.0090,-0.7540,4.3630e+02,3.420e+01,-3.420e+01,4.60500,0.18200,-0.18200,0.024803,1.570000e-04,-6.779000e-03,27.500000,13.600000,-13.600000,14.10,27
K02483.01,CONFIRMED,K02483,9851662,1,14.503,0.7340,0.1170,-0.0420,0.8180,0.1430,-0.1170,0.2765874398873917,0.14264335949647822,-0.15930738972425887,5475.00,162.00,-162.00,-0.4600,0.3500,-0.3000,4.479,0.121,-0.135,0.398,0.2665,15.053988600,1.2340000e-04,-1.2340000e-04,135.5332900,6.870000e-03,-6.870000e-03,1.44,2.500e-01,-2.100e-01,0.8860,0.0640,-0.5940,2.2150e+02,1.570e+01,-1.570e+01,4.42200,0.17400,-0.17400,0.016079,2.531000e-03,-2.688000e-03,12.980000,6.100000,-6.100000,16.30,73
K02840.01,CANDIDATE,K02840,6467363,2,13.884,0.7810,0.1040,-0.0560,0.8480,0.1850,-0.1080,0.25661476809244904,0.16842536350324788,-0.14011090218036132,5676.00,172.00,-154.00,-0.4800,0.3000,-0.3000,4.474,0.117,-0.156,0.3556,0.2865,3.679368630,2.0070000e-05,-2.0070000e-05,134.9902100,4.170000e-03,-4.170000e-03,0.92,2.000e-01,-1.100e-01,0.8850,0.0650,-0.6230,8.5900e+01,5.200e+00,-5.200e+00,3.47000,0.14400,-0.14400,0.009964,9.770000e-04,-1.521000e-03,4.040000,2.000000,-2.000000,18.10,362
K02840.02,CANDIDATE,K02840,6467363,2,13.884,0.7810,0.1040,-0.0560,0.8480,0.1850,-0.1080,0.25661476809244904,0.16842536350324788,-0.14011090218036132,5676.00,172.00,-154.00,-0.4800,0.3000,-0.3000,4.474,0.117,-0.156,0.3556,0.2865,7.446463500,1.0350000e-04,-1.0350000e-04,137.3391000,1.160000e-02,-1.160000e-02,0.77,1.700e-01,-1.000e-01,0.5310,0.0550,-0.4300,7.8000e+01,7.100e+00,-7.100e+00,4.08400,0.29800,-0.29800,0.008309,2.400000e-04,-6.690000e-04,11.960000,5.900000,-5.900000,12.70,165
K02841.01,CANDIDATE,K02841,8758204,1,15.822,0.8120,0.0610,-0.0310,0.8740,0.0440,-0.0760,0.23417302232325635,0.04908267420473225,-0.08991684255535243,5135.00,84.00,-77.00,0.1200,0.1500,-0.1500,4.464,0.090,-0.036,0.5167,0.1914,159.388788000,3.4880000e-03,-3.4880000e-03,226.9313000,1.090000e-02,-1.090000e-02,2.73,1.400e-01,-2.400e-01,0.1090,0.3260,-0.1090,1.0330e+03,6.810e+01,-6.810e+01,8.43200,0.39400,-0.39400,0.028604,1.459000e-03,-1.079000e-03,147.690000,3.600000,-3.600000,17.30,9
K02842.01,CONFIRMED,K02842,8733898,3,16.257,0.3280,0.0530,-0.0430,0.3280,0.0400,-0.0360,1.117403603561932,0.10846207084336701,-0.12574530123695216,3464.00,69.00,-55.00,-0.1400,0.1500,-0.1500,4.923,0.044,-0.044,0.3402,0.3775,1.565412613,1.6010000e-06,-1.6010000e-06,132.9128100,1.150000e-03,-1.150000e-03,1.73,2.200e-01,-1.900e-01,0.0030,0.4310,-0.0030,2.7546e+03,8.310e+01,-8.310e+01,0.75720,0.02990,-0.02990,0.048437,2.143000e-03,-5.050000e-04,16.570000,2.100000,-2.100000,48.60,336
K02842.02,CONFIRMED,K02842,8733898,3,16.257,0.3280,0.0530,-0.0430,0.3280,0.0400,-0.0360,1.117403603561932,0.10846207084336701,-0.12574530123695216,3464.00,69.00,-55.00,-0.1400,0.1500,-0.1500,4.923,0.044,-0.044,0.3402,0.3775,5.148923460,1.2470000e-05,-1.2470000e-05,133.3197100,2.780000e-03,-2.780000e-03,1.72,2.100e-01,-1.800e-01,0.7190,0.1860,-0.5060,2.3550e+03,1.200e+02,-1.200e+02,0.96130,0.05380,-0.05380,0.048149,9.532000e-03,-3.498000e-03,31.200000,15.000000,-15.000000,25.40,88
K02919.01,CANDIDATE,K02919,10332213,1,14.816,0.9770,0.0850,-0.1130,0.8600,0.2220,-0.0740,0.33555050097336003,0.19110838058713586,-0.09726066868442451,5591.00,150.00,-166.00,0.0700,0.2500,-0.3000,4.559,0.033,-0.187,0.4603,0.2291,2.522590567,6.8210000e-06,-6.8210000e-06,131.6453400,2.220000e-03,-2.220000e-03,25.82,6.660e+00,-2.230e+00,1.2610,48.2100,-0.9740,2.1020e+02,1.470e+01,-1.470e+01,1.40600,0.12000,-0.12000,0.274887,4.820747e+01,-9.708400e-01,2.860000,1.400000,-1.400000,18.50,539
K02920.01,CONFIRMED,K02920,7090524,1,14.455,0.9200,0.0660,-0.0390,1.1760,0.1830,-0.2030,-0.09828284688951365,0.1254905954919355,-0.1996683250259721,5511.00,82.00,-71.00,0.1400,0.1500,-0.1000,4.261,0.168,-0.112,0.4603,0.2291,6.739682890,6.3970000e-05,-6.3970000e-05,132.2929600,8.160000e-03,-8.160000e-03,1.48,2.300e-01,-2.600e-01,0.6620,0.0210,-0.4970,1.4200e+02,1.070e+01,-1.070e+01,4.18300,0.19200,-0.19200,0.011491,2.704000e-03,-8.130000e-04,9.450000,4.100000,-4.100000,15.40,204
K00276.01,CONFIRMED,K00276,11133306,1,11.854,1.0340,0.0830,-0.0680,1.1710,0.0600,-0.0600,-0.04199885547387561,0.05038217641095563,-0.05482416953114301,5978.00,71.00,-80.00,0.0000,0.1500,-0.1500,4.316,0.030,-0.030,0.3588,0.2868,41.745988550,4.5720000e-05,-4.5720000e-05,210.3991510,8.580000e-04,-8.580000e-04,2.40,1.200e-01,-1.300e-01,0.0490,0.3740,-0.0490,4.2180e+02,4.500e+00,-4.500e+00,4.61250,0.03800,-0.03800,0.018741,4.010000e-04,-1.690000e-04,70.360000,2.700000,-2.700000,110.50,33
K02703.01,CONFIRMED,K02703,5871985,1,15.165,0.6590,0.0630,-0.0630,0.6370,0.0560,-0.0510,0.5556184085732487,0.07881455749976929,-0.08797583524204705,4477.00,159.00,-159.00,-0.2000,0.3000,-0.3000,4.649,0.035,-0.039,0.666,0.0775,213.258526000,1.2140000e-03,-1.2140000e-03,268.1342400,4.570000e-03,-4.570000e-03,2.72,2.400e-01,-2.200e-01,0.0370,0.3960,-0.0370,1.9923e+03,6.260e+01,-6.260e+01,7.76800,0.17200,-0.17200,0.039058,1.729000e-03,-8.020000e-04,217.800000,16.500000,-16.500000,36.10,7
K00260.02,CONFIRMED,K00260,8292840,3,10.5,1.0590,0.0870,-0.0470,1.2970,0.0740,-0.0540,-0.16477267715946514,0.054870547486588,-0.04288368868032991,6214.00,113.00,-87.00,-0.1600,0.1000,-0.1000,4.238,0.033,-0.027,0.3153,0.3023,100.283067500,2.6200000e-04,-2.6200000e-04,245.0431800,1.980000e-03,-1.980000e-03,2.51,1.400e-01,-1.000e-01,0.5350,0.0290,-0.4290,3.5120e+02,4.400e+00,-4.400e+00,10.86360,0.08520,-0.08520,0.017719,1.506000e-03,-4.650000e-04,61.100000,17.300000,-17.300000,81.90,15
K02704.01,CONFIRMED,K02704,9730163,3,17.475,0.1530,0.0920,-0.0230,0.1800,0.0810,-0.0270,1.5680252064929707,0.3113917396510102,-0.17818422977794834,3157.00,75.00,-37.00,0.2600,0.1500,-0.1000,5.112,0.076,-0.123,0.49160000000000004,0.23806666666666665,4.871223664,7.6880000e-06,-7.6880000e-06,133.6425500,1.510000e-03,-1.510000e-03,1.56,7.000e-01,-2.300e-01,0.7060,0.0660,-0.4910,6.4620e+03,1.520e+02,-1.520e+02,1.59160,0.05530,-0.05530,0.079431,8.687000e-03,-7.179000e-03,19.110000,7.500000,-7.500000,50.50,119
K02704.02,CONFIRMED,K02704,9730163,3,17.475,0.1530,0.0920,-0.0230,0.1800,0.0810,-0.0270,1.5680252064929707,0.3113917396510102,-0.17818422977794834,3157.00,75.00,-37.00,0.2600,0.1500,-0.1000,5.112,0.076,-0.123,0.49160000000000004,0.23806666666666665,2.984157711,8.7490000e-06,-8.7490000e-06,133.1190800,2.790000e-03,-2.790000e-03,0.92,4.200e-01,-1.400e-01,0.4500,0.4790,-0.2400,2.5980e+03,1.290e+02,-1.290e+02,1.26370,0.06670,-0.06670,0.046896,1.110000e-03,-3.045000e-03,17.060000,4.300000,-4.300000,24.30,195
K02705.01,CONFIRMED,K02705,11453592,1,14.717,0.4150,0.0520,-0.0780,0.3890,0.0550,-0.0610,0.9973505837202595,0.11850486974145846,-0.1933738883396693,3483.00,78.00,-78.00,0.1000,0.1500,-0.1500,4.875,0.060,-0.060,0.3866,0.3411,2.886762400,3.7410000e-06,-3.7410000e-06,131.6659200,1.250000e-03,-1.250000e-03,1.24,1.700e-01,-2.000e-01,0.9200,0.0320,-0.6910,6.3180e+02,2.260e+01,-2.260e+01,0.98790,0.03100,-0.03100,0.029146,1.064000e-03,-6.174000e-03,10.360000,5.100000,-5.100000,37.10,269
K02764.01,CANDIDATE,K02764,10073672,1,15.794,0.5830,0.0290,-0.0380,0.5590,0.0310,-0.0310,0.6725844220850341,0.050446343201036026,-0.058858402959201084,4039.00,80.00,-80.00,-0.1600,0.1500,-0.1500,4.708,0.023,-0.030,0.4639,0.2589,2.252976718,8.3350000e-06,-8.3350000e-06,132.2395700,3.220000e-03,-3.220000e-03,1.19,7.000e-02,-6.000e-02,0.1570,0.3030,-0.1570,4.6790e+02,2.490e+01,-2.490e+01,1.71310,0.07790,-0.07790,0.019552,9.840000e-04,-5.550000e-04,10.140000,1.800000,-1.800000,21.70,502
K02845.01,CONFIRMED,K02845,10591855,1,15.571,0.7310,0.0180,-0.0380,0.6500,0.0380,-0.0140,0.5743285980145838,0.05139404945596726,-0.026329630321552,4313.00,86.00,-77.00,0.3600,0.1000,-0.2000,4.662,0.006,-0.042,0.7306,0.0338,1.574090323,5.5220000e-06,-5.5220000e-06,131.8611600,3.360000e-03,-3.360000e-03,0.93,6.000e-02,-2.000e-02,0.0710,0.3850,-0.0710,2.2490e+02,1.520e+01,-1.520e+01,1.57960,0.09620,-0.09620,0.013129,9.670000e-04,-4.200000e-04,7.720000,2.000000,-2.000000,17.70,859
K02848.01,CANDIDATE,K02848,7749773,1,12.458,1.0680,0.0930,-0.0760,1.4580,0.2650,-0.3830,-0.3135500282680397,0.14353813235455995,-0.3578062220349526,5691.00,77.00,-77.00,0.2600,0.1500,-0.1500,4.139,0.231,-0.116,0.4213,0.257,13.787262700,1.0200000e-04,-1.0200000e-04,144.7740300,5.920000e-03,-5.920000e-03,1.55,2.900e-01,-4.100e-01,0.9210,0.0270,-0.6590,7.5100e+01,3.600e+00,-3.600e+00,5.74700,0.13400,-0.13400,0.009753,3.600000e-05,-1.845000e-03,7.650000,3.800000,-3.800000,23.90,98
K00271.03,CONFIRMED,K00271,9451706,3,11.485,1.2250,0.0550,-0.0400,1.3520,0.0360,-0.0300,-0.15564269513101012,0.02734930223223775,-0.023463658539528226,6075.00,122.00,-97.00,0.3200,0.1000,-0.1000,4.264,0.012,-0.012,0.381,0.2799,14.435945900,6.1950000e-05,-6.1950000e-05,141.5125300,3.560000e-03,-3.560000e-03,1.46,4.000e-02,-3.000e-02,0.6130,0.3440,-0.3940,1.0730e+02,5.300e+00,-5.300e+00,3.41400,0.10200,-0.10200,0.009895,2.705000e-03,-4.640000e-04,25.900000,11.700000,-11.700000,22.00,90
K02849.01,CONFIRMED,K02849,10064256,1,14.52,1.0120,0.0640,-0.1100,0.9000,0.2140,-0.0710,0.2916042751710957,0.17839379112963227,-0.08870055963110254,5452.00,164.00,-164.00,0.3600,0.1000,-0.3000,4.535,0.030,-0.170,0.4785,0.2193,5.959586370,4.4000000e-05,-4.4000000e-05,135.0082200,4.490000e-03,-4.490000e-03,1.02,2.500e-01,-8.000e-02,0.2600,0.1980,-0.2590,1.3310e+02,9.600e+00,-9.600e+00,2.89900,0.15000,-0.15000,0.010427,5.350000e-04,-4.820000e-04,15.350000,3.300000,-3.300000,16.10,224
K02921.01,CANDIDATE,K02921,6842807,1,15.46,0.8250,0.0870,-0.0780,0.8000,0.1220,-0.0820,0.3563352785593843,0.12483933854979218,-0.11249314083623016,5295.00,159.00,-143.00,-0.1000,0.3000,-0.3000,4.548,0.052,-0.097,0.4966,0.2043,16.614622100,1.3110000e-04,-1.3110000e-04,137.3327600,6.750000e-03,-6.750000e-03,1.49,2.300e-01,-1.500e-01,0.0170,0.4390,-0.0170,3.6120e+02,3.770e+01,-3.770e+01,2.70600,0.22300,-0.22300,0.017048,1.195000e-03,-1.027000e-03,47.700000,9.200000,-9.200000,10.60,65
K02923.01,CANDIDATE,K02923,9815053,1,14.628,0.8390,0.0780,-0.0850,0.7690,0.1220,-0.0660,0.41513423240969716,0.1283931750445494,-0.09488772076296198,5279.00,158.00,-142.00,-0.1200,0.3000,-0.3000,4.588,0.039,-0.097,0.4966,0.2043,5.838929930,2.0540000e-05,-2.0540000e-05,136.9029300,2.940000e-03,-2.940000e-03,1.19,1.800e-01,-1.100e-01,0.3190,0.1460,-0.3190,2.3740e+02,1.980e+01,-1.980e+01,1.10660,0.09530,-0.09530,0.014115,7.880000e-04,-7.990000e-04,38.800000,12.400000,-12.400000,15.30,228
K02924.01,CONFIRMED,K02924,7609553,2,14.589,0.7600,0.0950,-0.0550,0.7970,0.0790,-0.0870,0.32558991907774437,0.08948415351493522,-0.11798494796786188,5017.00,151.00,-136.00,-0.0200,0.3000,-0.2500,4.516,0.075,-0.067,0.5684,0.153,2.279523364,8.5360000e-06,-8.5360000e-06,133.3576000,3.340000e-03,-3.340000e-03,0.87,9.000e-02,-9.000e-02,0.0330,0.4300,-0.0330,1.2680e+02,9.000e+00,-9.000e+00,1.62020,0.09780,-0.09780,0.010043,5.980000e-04,-5.250000e-04,10.870000,1.900000,-1.900000,16.70,584
K02926.01,CONFIRMED,K02926,10122538,5,16.279,0.6050,0.0250,-0.0340,0.5640,0.0350,-0.0260,0.6770693536877321,0.05509919152366316,-0.04860854456402408,3891.00,70.00,-86.00,0.2100,0.1500,-0.1500,4.718,0.018,-0.042,0.6504,0.10230000000000002,12.285471800,9.2460000e-05,-9.2460000e-05,131.9007300,8.670000e-03,-8.670000e-03,2.21,1.400e-01,-1.000e-01,0.2910,0.1750,-0.2910,1.6171e+03,7.410e+01,-7.410e+01,2.99600,0.10700,-0.10700,0.035947,1.373000e-03,-1.596000e-03,31.150000,7.200000,-7.200000,23.80,40
K02926.02,CONFIRMED,K02926,10122538,5,16.279,0.6050,0.0250,-0.0340,0.5640,0.0350,-0.0260,0.6770693536877321,0.05509919152366316,-0.04860854456402408,3891.00,70.00,-86.00,0.2100,0.1500,-0.1500,4.718,0.018,-0.042,0.6504,0.10230000000000002,5.536093680,3.1480000e-05,-3.1480000e-05,131.8828600,6.510000e-03,-6.510000e-03,2.20,1.400e-01,-1.000e-01,0.7910,0.1240,-0.5630,1.2233e+03,6.160e+01,-6.160e+01,2.29420,0.09040,-0.09040,0.035793,6.332000e-03,-4.741000e-03,12.370000,5.800000,-5.800000,22.60,88
K02706.01,CANDIDATE,K02706,9697131,1,10.268,1.3740,0.0760,-0.1310,1.8850,0.0750,-0.0930,-0.5387960399166133,0.03874615501988943,-0.05793487442736445,6329.00,82.00,-76.00,0.0600,0.1500,-0.1500,4.026,0.016,-0.018,0.3236,0.3052,3.097568970,3.1690000e-05,-3.1690000e-05,131.5588900,8.740000e-03,-8.740000e-03,1.75,7.000e-02,-8.000e-02,0.4080,0.0480,-0.4080,8.3300e+01,6.700e+00,-6.700e+00,4.58800,0.22400,-0.22400,0.008516,3.590000e-04,-4.510000e-04,4.800000,2.000000,-2.000000,14.60,436
K02707.01,CONFIRMED,K02707,5480640,3,14.467,0.9020,0.0650,-0.0330,1.1520,0.1800,-0.2000,-0.07999960873434782,0.12593804850000764,-0.2009031131732566,5467.00,82.00,-73.00,0.1400,0.1500,-0.1000,4.271,0.180,-0.120,0.4603,0.2291,58.033742600,2.4760000e-04,-2.4760000e-04,138.7412000,3.210000e-03,-3.210000e-03,3.21,5.000e-01,-5.600e-01,0.0210,0.4010,-0.0210,8.0710e+02,2.420e+01,-2.420e+01,5.58400,0.10700,-0.10700,0.025518,8.790000e-04,-4.590000e-04,81.400000,4.800000,-4.800000,34.90,24
K02707.02,CONFIRMED,K02707,5480640,3,14.467,0.9020,0.0650,-0.0330,1.1520,0.1800,-0.2000,-0.07999960873434782,0.12593804850000764,-0.2009031131732566,5467.00,82.00,-73.00,0.1400,0.1500,-0.1000,4.271,0.180,-0.120,0.4603,0.2291,14.425263500,1.0020000e-04,-1.0020000e-04,136.7560800,5.830000e-03,-5.830000e-03,1.68,2.600e-01,-2.900e-01,0.0130,0.4640,-0.0130,2.2120e+02,1.640e+01,-1.640e+01,3.75400,0.18300,-0.18300,0.013363,7.940000e-04,-5.810000e-04,29.750000,1.300000,-1.300000,15.20,91
K02707.03,CONFIRMED,K02707,5480640,3,14.467,0.9020,0.0650,-0.0330,1.1520,0.1800,-0.2000,-0.07999960873434782,0.12593804850000764,-0.2009031131732566,5467.00,82.00,-73.00,0.1400,0.1500,-0.1000,4.271,0.180,-0.120,0.4603,0.2291,26.675781800,1.1870000e-04,-1.1870000e-04,149.9952700,4.020000e-03,-4.020000e-03,2.69,4.200e-01,-4.700e-01,0.7130,0.2590,-0.5080,4.7480e+02,2.640e+01,-2.640e+01,2.69600,0.11900,-0.11900,0.021384,7.197000e-03,-1.763000e-03,55.300000,23.200000,-23.200000,20.00,51
K02708.01,CONFIRMED,K02708,5175986,1,15.898,0.7930,0.0420,-0.0770,0.7040,0.0740,-0.0430,0.5057065008765573,0.0887787086486509,-0.06910088028858075,4792.00,143.00,-143.00,0.0700,0.2500,-0.3000,4.627,0.024,-0.060,0.6323,0.1054,0.868386354,1.5440000e-06,-1.5440000e-06,132.0674100,1.480000e-03,-1.480000e-03,1.52,1.600e-01,-9.000e-02,0.1350,0.3200,-0.1350,4.8850e+02,2.280e+01,-2.280e+01,1.06600,0.05530,-0.05530,0.019749,9.070000e-04,-7.040000e-04,6.319000,0.330000,-0.330000,27.30,1506
K02768.01,CONFIRMED,K02768,9008737,2,15.228,0.9520,0.0810,-0.0950,0.8570,0.3270,-0.0640,0.3288457736001699,0.2586861492526464,-0.08300310411852979,5653.00,165.00,-161.00,-0.0400,0.2500,-0.2600,4.551,0.026,-0.272,0.4131,0.2568,11.828884300,3.1580000e-04,-3.1580000e-04,137.6991000,1.230000e-02,-1.230000e-02,1.18,4.500e-01,-9.000e-02,0.2658,0.2011,-0.2658,1.9100e+02,2.350e+01,-2.350e+01,3.33700,0.39800,-0.39800,0.012612,9.920000e-04,-8.700000e-04,26.470000,8.100000,-8.100000,9.10,0
K02768.02,CONFIRMED,K02768,9008737,2,15.228,0.9520,0.0810,-0.0950,0.8570,0.3270,-0.0640,0.3288457736001699,0.2586861492526464,-0.08300310411852979,5653.00,165.00,-161.00,-0.0400,0.2500,-0.2600,4.551,0.026,-0.272,0.4131,0.2568,14.751203400,2.0400000e-04,-2.0400000e-04,137.1559000,9.720000e-03,-9.720000e-03,1.63,6.200e-01,-1.200e-01,0.8759,0.0044,-0.5844,2.6110e+02,3.930e+01,-3.930e+01,1.25000,0.31100,-0.31100,0.017404,5.426000e-03,-4.114000e-03,46.700000,23.300000,-23.300000,8.30,0
K02770.01,CANDIDATE,K02770,10917043,1,15.558,0.6460,0.0620,-0.0620,0.6240,0.0550,-0.0500,0.5738300399331022,0.07901332787566795,-0.08809711565388006,4400.00,157.00,-157.00,-0.2000,0.3000,-0.3000,4.659,0.035,-0.039,0.666,0.0775,205.385912000,2.0470000e-03,-2.0470000e-03,284.1882400,6.740000e-03,-6.740000e-03,2.11,1.800e-01,-1.700e-01,0.0080,0.4200,-0.0080,1.2487e+03,5.990e+01,-5.990e+01,8.68100,0.21500,-0.21500,0.030926,1.642000e-03,-7.790000e-04,186.320000,6.800000,-6.800000,24.30,7
K00041.02,CONFIRMED,K00041,6521045,3,11.197,1.0500,0.1260,-0.0680,1.4740,0.0940,-0.0790,-0.33515186051386986,0.06452999443754287,-0.05697810339193543,5788.00,78.00,-78.00,0.1000,0.1500,-0.1500,4.122,0.033,-0.027,0.4046,0.2638,6.887070730,2.2770000e-05,-2.2770000e-05,133.1779700,2.680000e-03,-2.680000e-03,1.30,8.000e-02,-7.000e-02,0.6960,0.0290,-0.5080,6.8700e+01,2.000e+00,-2.000e+00,4.46790,0.07570,-0.07570,0.008082,8.000000e-06,-6.320000e-04,8.620000,3.900000,-3.900000,38.20,187
K02851.01,CANDIDATE,K02851,6697605,2,15.472,0.8770,0.0640,-0.0370,0.9660,0.1050,-0.0950,0.13721950510485065,0.09237845374422732,-0.10314512494386542,5370.00,85.00,-75.00,0.1400,0.1500,-0.1500,4.411,0.104,-0.076,0.5167,0.1914,3.420646890,1.9280000e-05,-1.9280000e-05,132.3062900,4.870000e-03,-4.870000e-03,2.27,2.500e-01,-2.200e-01,0.9200,0.0210,-0.6300,3.5680e+02,3.040e+01,-3.040e+01,1.76700,0.11800,-0.11800,0.021524,2.550000e-04,-4.986000e-03,6.630000,3.300000,-3.300000,13.90,330
K02851.02,CANDIDATE,K02851,6697605,2,15.472,0.8770,0.0640,-0.0370,0.9660,0.1050,-0.0950,0.13721950510485065,0.09237845374422732,-0.10314512494386542,5370.00,85.00,-75.00,0.1400,0.1500,-0.1500,4.411,0.104,-0.076,0.5167,0.1914,1.239357450,1.0290000e-05,-1.0290000e-05,131.8525400,7.500000e-03,-7.500000e-03,1.50,1.700e-01,-1.500e-01,0.9320,0.0390,-0.7080,1.5090e+02,1.940e+01,-1.940e+01,1.68300,0.17700,-0.17700,0.014238,3.766000e-03,-3.264000e-03,2.450000,1.200000,-1.200000,9.70,874
K02852.01,CONFIRMED,K02852,6294819,1,15.892,1.0490,0.1400,-0.1400,0.9610,0.3140,-0.1050,0.22175661617321188,0.23088846226156326,-0.12554176217180468,5966.00,207.00,-207.00,-0.0200,0.2500,-0.3000,4.493,0.054,-0.216,0.3588,0.2868,0.675650404,2.3950000e-06,-2.3950000e-06,131.6811400,3.370000e-03,-3.370000e-03,1.36,4.400e-01,-1.500e-01,0.0300,0.4400,-0.0300,2.0070e+02,1.070e+01,-1.070e+01,1.82610,0.08870,-0.08870,0.012949,6.130000e-04,-3.860000e-04,2.923000,0.345000,-0.345000,22.40,1681
K02853.01,CANDIDATE,K02853,12602314,1,14.946,0.8040,0.0500,-0.0290,0.8490,0.0340,-0.0670,0.26768426900188347,0.03979478010809756,-0.08085453358514055,5022.00,82.00,-82.00,0.1800,0.1500,-0.1500,4.485,0.083,-0.028,0.582,0.1451,1.407020118,4.3710000e-06,-4.3710000e-06,131.6089700,2.470000e-03,-2.470000e-03,1.12,4.000e-02,-9.000e-02,0.1670,0.2840,-0.1670,1.8190e+02,1.150e+01,-1.150e+01,1.37660,0.08430,-0.08430,0.012061,6.180000e-04,-5.030000e-04,7.817000,0.785000,-0.785000,18.90,947
K02927.01,CANDIDATE,K02927,5787131,1,15.849,1.0960,0.1410,-0.1550,1.0350,0.3140,-0.1260,0.1441407957548309,0.21801300284923664,-0.141345183427601,6197.00,194.00,-259.00,-0.0800,0.2500,-0.3000,4.449,0.065,-0.195,0.319,0.302,24.435995600,3.1520000e-04,-3.1520000e-04,134.8181000,1.020000e-02,-1.020000e-02,2.31,7.000e-01,-2.800e-01,0.0190,0.4180,-0.0190,4.9660e+02,3.290e+01,-3.290e+01,6.25400,0.22700,-0.22700,0.020437,1.004000e-03,-6.550000e-04,30.460000,1.900000,-1.900000,17.10,47
K00277.01,CONFIRMED,K00277,11401755,2,11.866,1.0090,0.0360,-0.0360,1.5850,0.0710,-0.0790,-0.4470453424391103,0.0408497607489518,-0.05014255521369887,5919.00,62.00,-71.00,-0.2000,0.0500,-0.1000,4.042,0.030,-0.030,0.3434,0.2918,16.231917040,1.4210000e-05,-1.4210000e-05,171.6775800,6.690000e-04,-6.690000e-04,3.54,1.600e-01,-1.800e-01,0.0170,0.2720,-0.0170,5.0160e+02,2.800e+00,-2.800e+00,7.46100,0.02430,-0.02430,0.020452,2.030000e-04,-7.400000e-05,16.968000,0.030000,-0.030000,194.90,81
K00260.03,CONFIRMED,K00260,8292840,3,10.5,1.0590,0.0870,-0.0470,1.2970,0.0740,-0.0540,-0.16477267715946514,0.054870547486588,-0.04288368868032991,6214.00,113.00,-87.00,-0.1600,0.1000,-0.1000,4.238,0.033,-0.027,0.3153,0.3023,21.869657140,8.3090000e-05,-8.3090000e-05,140.2951300,3.100000e-03,-3.100000e-03,1.51,8.000e-02,-7.000e-02,0.5570,0.3800,-0.3480,1.2550e+02,3.100e+00,-3.100e+00,5.51770,0.08890,-0.08890,0.010630,1.960000e-03,-3.270000e-04,25.540000,7.600000,-7.600000,43.50,59
