planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,Teff,Teff_err1,Teff_err2,FeH,FeH_err1,FeH_err2,logg,logg_err1,logg_err2,limbdark_1,limbdark_2,period,period_err1,period_err2,epoch,epoch_err1,epoch_err2,prad,prad_err1,prad_err2,impact,impact_err1,impact_err2,depth,depth_err1,depth_err2,duration,duration_err1,duration_err2,ror,ror_err1,ror_err2,dor,dor_err1,dor_err2,snr,num_transits
K00778.01,CONFIRMED,K00778,11853255,1,15.135,0.5780,0.0270,-0.0370,0.5640,0.0300,-0.0330,0.6572418174557924,0.04841897003722129,-0.06174624062578771,4149.00,82.00,-91.00,-0.3200,0.1500,-0.1500,4.698,0.024,-0.027,0.6215,0.1171,2.243380573,2.6700000e-06,-2.6700000e-06,170.6792330,9.000000e-04,-9.000000e-04,1.99,1.000e-01,-1.200e-01,0.9150,0.0090,-0.6300,8.2170e+02,2.560e+01,-2.560e+01,1.11960,0.03840,-0.03840,0.032248,4.630000e-04,-5.356000e-03,7.380000,3.600000,-3.600000,38.90,472
K00780.01,CONFIRMED,K00780,11918099,2,15.334,0.8500,0.0250,-0.0540,0.7650,0.0550,-0.0280,0.42758591123872997,0.06235962188969052,-0.04095101134985574,5005.00,79.00,-79.00,0.1400,0.1500,-0.1500,4.595,0.012,-0.064,0.5746,0.1496,2.337437946,1.9510000e-06,-1.9510000e-06,171.7619820,6.590000e-04,-6.590000e-04,2.34,1.700e-01,-9.000e-02,0.2800,0.1890,-0.2800,9.7120e+02,1.370e+01,-1.370e+01,1.99820,0.02710,-0.02710,0.027998,7.200000e-04,-6.650000e-04,8.860000,1.300000,-1.300000,82.40,578
K00780.02,CANDIDATE,K00780,11918099,2,15.334,0.8500,0.0250,-0.0540,0.7650,0.0550,-0.0280,0.42758591123872997,0.06235962188969052,-0.04095101134985574,5005.00,79.00,-79.00,0.1400,0.1500,-0.1500,4.595,0.012,-0.064,0.5746,0.1496,7.240661200,1.6170000e-05,-1.6170000e-05,137.7554500,2.000000e-03,-2.000000e-03,19.45,1.400e+00,-7.100e-01,1.1980,49.8500,-0.2580,5.5640e+02,4.410e+01,-4.410e+01,0.55800,0.17100,-0.17100,0.232818,4.998311e+01,-2.036050e-01,28.800000,14.400000,-14.400000,13.70,168
K00115.03,CANDIDATE,K00115,9579641,3,12.791,0.9410,0.0740,-0.0540,1.0870,0.1570,-0.1420,0.014052282153663402,0.11805818624634747,-0.1432434114067366,5779.00,104.00,-115.00,-0.0600,0.1500,-0.1500,4.339,0.132,-0.108,0.3928,0.2676,3.435916310,4.7290000e-05,-4.7290000e-05,132.6624000,1.100000e-02,-1.100000e-02,0.55,8.000e-02,-7.000e-02,0.6240,0.0370,-0.4760,2.3200e+01,3.400e+00,-3.400e+00,3.13300,0.40700,-0.40700,0.004612,1.970000e-04,-5.650000e-04,6.650000,3.000000,-3.000000,8.70,357
K00781.01,CONFIRMED,K00781,11923270,1,15.937,0.5030,0.0350,-0.0530,0.4730,0.0370,-0.0510,0.8261358538277828,0.06952880686292184,-0.1199365259034626,3688.00,73.00,-91.00,0.0000,0.1500,-0.1500,4.790,0.050,-0.045,0.3156,0.3872,11.598222330,1.4070000e-05,-1.4070000e-05,180.3953760,9.230000e-04,-9.230000e-04,2.65,2.100e-01,-2.900e-01,0.6790,0.1870,-0.4700,2.8045e+03,4.630e+01,-4.630e+01,2.52370,0.05200,-0.05200,0.051287,5.219000e-03,-3.254000e-03,28.200000,11.800000,-11.800000,71.00,115
K00782.01,CONFIRMED,K00782,11960862,1,15.312,0.9270,0.1290,-0.0970,0.9890,0.2800,-0.1510,0.13064215033824897,0.20696010675815876,-0.17605065605563947,5992.00,162.00,-180.00,-0.3200,0.3000,-0.3000,4.415,0.105,-0.195,0.3342,0.2965,6.575315881,3.7260000e-06,-3.7260000e-06,173.6340440,4.550000e-04,-4.550000e-04,5.31,1.500e+00,-8.100e-01,0.3900,0.0650,-0.3060,2.7933e+03,1.490e+01,-1.490e+01,4.30840,0.03060,-0.03060,0.049152,1.988000e-03,-5.990000e-04,11.370000,3.000000,-3.000000,221.10,205
K00783.01,CONFIRMED,K00783,12020329,1,15.08,0.9860,0.0650,-0.1150,0.8670,0.1870,-0.0670,0.3289709134978704,0.16475558775702986,-0.08835501639416593,5485.00,164.00,-180.00,0.2100,0.2000,-0.3000,4.556,0.028,-0.161,0.4695,0.224,7.275040844,4.6770000e-06,-4.6770000e-06,169.9942170,5.070000e-04,-5.070000e-04,4.86,1.050e+00,-3.700e-01,0.5470,0.0520,-0.2290,3.0010e+03,1.150e+01,-1.150e+01,7.53770,0.06810,-0.06810,0.051358,5.800000e-05,-2.091000e-03,6.660000,2.900000,-2.900000,312.10,188
K00784.01,CONFIRMED,K00784,12066335,2,15.385,0.5760,0.0310,-0.0350,0.5600,0.0300,-0.0340,0.6650096933899008,0.04930403552077345,-0.06358648251710641,4077.00,81.00,-81.00,-0.2400,0.1500,-0.1500,4.702,0.027,-0.027,0.4639,0.2589,19.271538920,4.1450000e-05,-4.1450000e-05,186.7709300,1.820000e-03,-1.820000e-03,1.93,1.000e-01,-1.200e-01,0.0310,0.3600,-0.0310,1.2198e+03,3.530e+01,-3.530e+01,2.75940,0.05510,-0.05510,0.031585,9.610000e-04,-5.000000e-04,55.020000,4.100000,-4.100000,37.10,67
K00784.02,CONFIRMED,K00784,12066335,2,15.385,0.5760,0.0310,-0.0350,0.5600,0.0300,-0.0340,0.6650096933899008,0.04930403552077345,-0.06358648251710641,4077.00,81.00,-81.00,-0.2400,0.1500,-0.1500,4.702,0.027,-0.027,0.4639,0.2589,10.065243170,1.4900000e-05,-1.4900000e-05,136.2890600,1.190000e-03,-1.190000e-03,1.91,1.000e-01,-1.200e-01,0.6280,0.0030,-0.4780,1.0533e+03,3.920e+01,-3.920e+01,1.36900,0.03930,-0.03930,0.031153,4.621000e-03,-1.610000e-03,45.900000,22.700000,-22.700000,30.30,126
K00785.01,CONFIRMED,K00785,12070811,1,15.505,0.8320,0.0800,-0.0890,0.7500,0.1520,-0.0650,0.44409082710091385,0.15734581859465846,-0.09659806133079629,5557.00,166.00,-166.00,-0.4000,0.3000,-0.3000,4.603,0.034,-0.128,0.398,0.2665,12.393565100,3.9320000e-05,-3.9320000e-05,178.7472500,2.450000e-03,-2.450000e-03,2.66,5.400e-01,-2.300e-01,0.8830,0.0330,-0.6400,9.1660e+02,2.910e+01,-2.910e+01,3.88960,0.08340,-0.08340,0.032536,2.500000e-05,-4.662000e-03,13.070000,6.300000,-6.300000,35.80,107
K00116.02,CONFIRMED,K00116,8395660,4,12.882,0.9510,0.0700,-0.0630,1.0120,0.1540,-0.1030,0.1117902704113631,0.12320035549104665,-0.10881004890191916,5854.00,105.00,-117.00,-0.1200,0.1500,-0.1500,4.406,0.090,-0.110,0.3928,0.2676,43.844397210,9.6130000e-05,-9.6130000e-05,151.9353800,1.920000e-03,-1.920000e-03,2.87,4.300e-01,-3.000e-01,0.8520,0.0390,-0.5850,6.1520e+02,7.700e+00,-7.700e+00,6.80200,0.11900,-0.11900,0.025934,2.700000e-05,-3.042000e-03,28.200000,13.400000,-13.400000,83.70,29
K00800.01,CONFIRMED,K00800,3342970,2,15.541,1.1690,0.1410,-0.1730,1.0760,0.3530,-0.1180,0.12152898815601901,0.23130306813686827,-0.12836285471007874,6214.00,174.00,-239.00,0.0700,0.2500,-0.3000,4.442,0.054,-0.216,0.3288,0.3024,2.711504086,3.8000000e-06,-3.8000000e-06,170.0341700,1.110000e-03,-1.110000e-03,3.12,1.020e+00,-3.400e-01,0.0230,0.4050,-0.0230,8.3750e+02,1.450e+01,-1.450e+01,3.00990,0.04230,-0.04230,0.026533,6.510000e-04,-2.760000e-04,7.088000,0.285000,-0.285000,64.50,494
K00800.02,CONFIRMED,K00800,3342970,2,15.541,1.1690,0.1410,-0.1730,1.0760,0.3530,-0.1180,0.12152898815601901,0.23130306813686827,-0.12836285471007874,6214.00,174.00,-239.00,0.0700,0.2500,-0.3000,4.442,0.054,-0.216,0.3288,0.3024,7.212037480,1.5530000e-05,-1.5530000e-05,172.8178200,1.630000e-03,-1.630000e-03,3.32,1.090e+00,-3.600e-01,0.0120,0.3940,-0.0120,9.5040e+02,1.950e+01,-1.950e+01,4.04910,0.05800,-0.05800,0.028255,7.020000e-04,-3.350000e-04,14.003000,0.696000,-0.696000,51.50,165
K00790.01,CONFIRMED,K00790,12470844,2,15.339,0.8840,0.0610,-0.1130,0.7880,0.1130,-0.0660,0.4060249035296971,0.11695849539713132,-0.09689428831806673,5354.00,159.00,-159.00,-0.0800,0.3000,-0.3000,4.587,0.032,-0.104,0.4966,0.2043,8.472379110,1.5600000e-05,-1.5600000e-05,174.1621200,1.490000e-03,-1.490000e-03,2.59,3.700e-01,-2.200e-01,0.0220,0.3780,-0.0220,1.1235e+03,2.670e+01,-2.670e+01,2.72450,0.04840,-0.04840,0.030119,9.040000e-04,-3.970000e-04,24.470000,1.400000,-1.400000,47.60,159
K00790.02,CONFIRMED,K00790,12470844,2,15.339,0.8840,0.0610,-0.1130,0.7880,0.1130,-0.0660,0.4060249035296971,0.11695849539713132,-0.09689428831806673,5354.00,159.00,-159.00,-0.0800,0.3000,-0.3000,4.587,0.032,-0.104,0.4966,0.2043,60.418936900,5.0430000e-04,-5.0430000e-04,181.1636700,6.250000e-03,-6.250000e-03,2.36,3.400e-01,-2.000e-01,0.0940,0.3590,-0.0940,9.3130e+02,4.960e+01,-4.960e+01,5.03900,0.18400,-0.18400,0.027422,1.196000e-03,-9.170000e-04,93.710000,3.400000,-3.400000,20.10,22
K00791.01,CONFIRMED,K00791,12644822,1,15.14,0.9920,0.1120,-0.1120,0.9190,0.2730,-0.0910,0.25571642898113484,0.2141012998073461,-0.11093426414176372,5795.00,156.00,-173.00,-0.0200,0.2500,-0.3000,4.508,0.039,-0.208,0.4035,0.2622,12.611904345,6.6500000e-06,-6.6500000e-06,180.8922840,4.130000e-04,-4.130000e-04,7.40,2.200e+00,-7.300e-01,0.5500,0.0650,-0.1280,6.1056e+03,2.760e+01,-2.760e+01,5.14970,0.05920,-0.05920,0.073758,4.340000e-04,-1.812000e-03,17.270000,4.800000,-4.800000,277.20,104
K00794.01,CONFIRMED,K00794,2713049,1,15.026,0.9210,0.0670,-0.0380,1.0620,0.1540,-0.1400,0.03503737094578812,0.11821961449874163,-0.14390505098648418,5519.00,82.00,-74.00,0.1400,0.1500,-0.1500,4.350,0.126,-0.103,0.4603,0.2291,2.539183147,5.0730000e-06,-5.0730000e-06,169.6749400,1.600000e-03,-1.600000e-03,2.06,2.900e-01,-2.800e-01,0.2380,0.1980,-0.2380,3.8210e+02,1.140e+01,-1.140e+01,2.42820,0.05590,-0.05590,0.017724,5.070000e-04,-4.800000e-04,7.930000,1.200000,-1.200000,38.90,528
K00795.01,CONFIRMED,K00795,3114167,1,15.591,0.7670,0.0580,-0.0710,0.6790,0.1120,-0.0370,0.5383373320927659,0.13196612694480792,-0.06211032301055819,5653.00,166.00,-166.00,-0.8400,0.3000,-0.3000,4.656,0.028,-0.112,0.3117,0.308,6.770300385,9.5370000e-06,-9.5370000e-06,170.5766200,1.080000e-03,-1.080000e-03,2.77,4.600e-01,-1.500e-01,0.8380,0.0830,-0.5890,1.3040e+03,2.970e+01,-2.970e+01,2.08440,0.04540,-0.04540,0.037414,2.226000e-03,-3.905000e-03,15.210000,7.500000,-7.500000,50.80,200
K00797.01,CANDIDATE,K00797,3115833,1,15.657,0.8850,0.0990,-0.0990,0.8360,0.2340,-0.0780,0.32947572936606645,0.20436316526692827,-0.10447444802232381,5988.00,179.00,-197.00,-0.5200,0.3000,-0.3000,4.541,0.048,-0.192,0.3238,0.2979,10.181584004,6.1880000e-06,-6.1880000e-06,177.1418910,4.830000e-04,-4.830000e-04,7.73,2.170e+00,-7.200e-01,0.9200,0.0070,-0.0050,5.7411e+03,5.320e+01,-5.320e+01,3.50890,0.03310,-0.03310,0.084708,1.876000e-03,-1.718000e-03,12.776000,0.528000,-0.528000,183.60,129
K00812.02,CONFIRMED,K00812,4139816,4,15.954,0.5020,0.0310,-0.0380,0.4930,0.0330,-0.0400,0.7713142502986194,0.06032935089010549,-0.08661698255018857,3950.00,70.00,-86.00,-0.4600,0.1500,-0.1500,4.754,0.042,-0.031,0.2365,0.4175,20.060363360,5.8390000e-05,-5.8390000e-05,147.4655400,2.410000e-03,-2.410000e-03,1.96,1.300e-01,-1.600e-01,0.5560,0.3230,-0.3680,1.4947e+03,4.510e+01,-4.510e+01,3.32030,0.07540,-0.07540,0.036455,5.922000e-03,-1.247000e-03,40.400000,12.600000,-12.600000,35.20,59
K00812.03,CONFIRMED,K00812,4139816,4,15.954,0.5020,0.0310,-0.0380,0.4930,0.0330,-0.0400,0.7713142502986194,0.06032935089010549,-0.08661698255018857,3950.00,70.00,-86.00,-0.4600,0.1500,-0.1500,4.754,0.042,-0.031,0.2365,0.4175,46.184203900,2.6540000e-04,-2.6540000e-04,165.2372900,4.300000e-03,-4.300000e-03,1.83,1.200e-01,-1.500e-01,0.0130,0.4150,-0.0130,1.3947e+03,5.640e+01,-5.640e+01,4.75800,0.13000,-0.13000,0.033974,1.334000e-03,-6.990000e-04,76.670000,4.700000,-4.700000,26.00,25
K00116.04,CONFIRMED,K00116,8395660,4,12.882,0.9510,0.0700,-0.0630,1.0120,0.1540,-0.1030,0.1117902704113631,0.12320035549104665,-0.10881004890191916,5854.00,105.00,-117.00,-0.1200,0.1500,-0.1500,4.406,0.090,-0.110,0.3928,0.2676,23.980085400,2.0030000e-04,-2.0030000e-04,147.5370000,6.470000e-03,-6.470000e-03,1.31,2.000e-01,-1.300e-01,0.9500,0.0040,-0.6600,1.0400e+02,6.500e+00,-6.500e+00,5.35100,0.17700,-0.17700,0.011879,3.050000e-04,-2.656000e-03,11.980000,5.900000,-5.900000,17.10,56
K00812.04,CONFIRMED,K00812,4139816,4,15.954,0.5020,0.0310,-0.0380,0.4930,0.0330,-0.0400,0.7713142502986194,0.06032935089010549,-0.08661698255018857,3950.00,70.00,-86.00,-0.4600,0.1500,-0.1500,4.754,0.042,-0.031,0.2365,0.4175,7.825021680,3.8900000e-05,-3.8900000e-05,136.5499500,4.360000e-03,-4.360000e-03,1.20,8.000e-02,-1.000e-01,0.7080,0.2340,-0.4870,5.2080e+02,3.640e+01,-3.640e+01,2.18600,0.12000,-0.12000,0.022312,3.976000e-03,-1.621000e-03,20.200000,9.100000,-9.100000,15.90,154
K00813.01,CONFIRMED,K00813,4275191,1,15.725,0.8660,0.0820,-0.1000,0.7740,0.1610,-0.0690,0.42044630095395885,0.16068187795198097,-0.1005255186940388,5557.00,167.00,-167.00,-0.3000,0.3000,-0.3000,4.592,0.034,-0.136,0.421,0.2521,3.895936525,7.7100000e-07,-7.7100000e-07,170.5275520,1.570000e-04,-1.570000e-04,7.34,1.530e+00,-6.500e-01,0.5240,0.0690,-0.2370,8.5448e+03,2.950e+01,-2.950e+01,2.31110,0.03020,-0.03020,0.086890,4.240000e-04,-2.620000e-03,12.290000,5.700000,-5.700000,370.80,275
K00814.01,CONFIRMED,K00814,4476123,1,15.583,0.8210,0.0760,-0.0930,0.7340,0.1220,-0.0520,0.4664062683565192,0.13345660917925817,-0.0813578903133938,5395.00,160.00,-160.00,-0.3400,0.3000,-0.3000,4.615,0.032,-0.104,0.421,0.2521,22.366464660,9.7610000e-05,-9.7610000e-05,175.4586200,3.540000e-03,-3.540000e-03,2.32,3.800e-01,-1.600e-01,0.4000,0.0660,-0.4000,9.8680e+02,3.510e+01,-3.510e+01,5.22800,0.12200,-0.12200,0.028938,6.010000e-04,-1.166000e-03,31.000000,10.400000,-10.400000,32.10,48
K00801.01,CONFIRMED,K00801,3351888,1,15.001,0.9350,0.0620,-0.0430,1.1060,0.1610,-0.1610,-0.011302479048230537,0.11837108530715339,-0.1620859028010467,5539.00,83.00,-74.00,0.1600,0.1500,-0.1500,4.322,0.137,-0.100,0.4695,0.224,1.625522174,1.5800000e-07,-1.5800000e-07,170.8266564,7.610000e-05,-7.610000e-05,9.73,1.410e+00,-1.420e+00,0.0760,0.0220,-0.0760,7.9690e+03,1.180e+01,-1.180e+01,2.38963,0.00338,-0.00338,0.080543,8.700000e-05,-1.150000e-04,5.636400,0.045400,-0.045400,799.70,657
K00802.01,CANDIDATE,K00802,3453214,1,15.562,0.9280,0.0520,-0.0580,0.9050,0.1210,-0.0610,0.2467535295885421,0.10967266974960801,-0.07064688907046332,5710.00,76.00,-85.00,-0.1000,0.1500,-0.1500,4.492,0.048,-0.112,0.3928,0.2676,19.620346923,3.7300000e-06,-3.7300000e-06,181.8818190,1.480000e-04,-1.480000e-04,13.60,1.820e+00,-9.200e-01,0.4580,0.0800,-0.1650,2.1725e+04,8.500e+01,-8.500e+01,2.00380,0.02920,-0.02920,0.137595,1.000000e-05,-3.638000e-03,77.900000,22.000000,-22.000000,340.50,52
K00804.01,CANDIDATE,K00804,3641726,1,15.387,0.8240,0.0960,-0.0780,0.8200,0.1410,-0.0820,0.3236369455312559,0.13834276332330764,-0.10965791037803196,5349.00,167.00,-167.00,-0.1200,0.3000,-0.3000,4.526,0.063,-0.108,0.4966,0.2043,9.029306890,1.6480000e-05,-1.6480000e-05,177.2042200,1.420000e-03,-1.420000e-03,2.57,4.400e-01,-2.600e-01,0.0240,0.4010,-0.0240,1.0198e+03,2.190e+01,-2.190e+01,3.14490,0.05280,-0.05280,0.028718,8.820000e-04,-5.440000e-04,22.570000,1.200000,-1.200000,53.90,146
K00806.01,CONFIRMED,K00806,3832474,3,15.403,0.9860,0.0350,-0.0820,0.8670,0.0790,-0.0370,0.3289709134978704,0.07755977332018532,-0.049777232403837024,5485.00,98.00,-120.00,0.2100,0.1500,-0.2000,4.556,0.014,-0.081,0.4710666666666667,0.22296666666666667,143.206304700,2.3480000e-04,-2.3480000e-04,154.2355200,1.300000e-03,-1.300000e-03,8.90,8.200e-01,-3.800e-01,0.3790,0.0730,-0.2730,1.0566e+04,8.240e+01,-8.240e+01,8.93020,0.09610,-0.09610,0.094044,4.216000e-03,-1.410000e-03,125.800000,31.900000,-31.900000,138.80,9
K00116.03,CONFIRMED,K00116,8395660,4,12.882,0.9510,0.0700,-0.0630,1.0120,0.1540,-0.1030,0.1117902704113631,0.12320035549104665,-0.10881004890191916,5854.00,105.00,-117.00,-0.1200,0.1500,-0.1500,4.406,0.090,-0.110,0.3928,0.2676,6.164876000,4.6350000e-05,-4.6350000e-05,135.6391600,6.610000e-03,-6.610000e-03,0.79,1.300e-01,-8.000e-02,0.6460,0.3230,-0.4300,5.5800e+01,4.300e+00,-4.300e+00,3.26200,0.18600,-0.18600,0.007192,2.592000e-03,-4.070000e-04,11.190000,4.700000,-4.700000,14.40,207
K00806.02,CONFIRMED,K00806,3832474,3,15.403,0.9860,0.0350,-0.0820,0.8670,0.0790,-0.0370,0.3289709134978704,0.07755977332018532,-0.049777232403837024,5485.00,98.00,-120.00,0.2100,0.1500,-0.2000,4.556,0.014,-0.081,0.4710666666666667,0.22296666666666667,60.324942160,3.2070000e-05,-3.2070000e-05,243.8925780,4.230000e-04,-4.230000e-04,12.19,1.110e+00,-5.200e-01,0.2240,0.0670,-0.1460,2.0280e+04,6.400e+01,-6.400e+01,6.61880,0.03270,-0.03270,0.128744,2.410000e-04,-1.016000e-03,77.040000,5.800000,-5.800000,347.20,22
K00806.03,CONFIRMED,K00806,3832474,3,15.403,0.9860,0.0280,-0.0790,0.8670,0.0920,-0.0340,0.3289709134978704,0.08873990027338496,-0.04622351141386172,5485.00,99.00,-112.00,0.2100,0.1100,-0.1700,4.556,0.014,-0.094,0.4710666666666667,0.22296666666666667,29.159861500,2.5340000e-04,-2.5340000e-04,150.6992200,7.180000e-03,-7.180000e-03,1.91,2.000e-01,-7.000e-02,0.3619,0.0945,-0.3618,4.8800e+02,4.350e+01,-4.350e+01,4.80300,0.20000,-0.20000,0.020180,7.590000e-04,-1.544000e-03,44.200000,17.900000,-17.900000,11.60,0
K00809.01,CONFIRMED,K00809,3935914,1,15.53,0.9010,0.1100,-0.0900,0.8930,0.2440,-0.1050,0.2513217052987137,0.20081172988678103,-0.13079794596725716,5934.00,160.00,-178.00,-0.3800,0.3000,-0.3000,4.491,0.065,-0.195,0.3342,0.2965,1.594745374,1.1300000e-07,-1.1300000e-07,170.6483505,5.790000e-05,-5.790000e-05,11.30,3.090e+00,-1.330e+00,0.5140,0.0220,-0.0370,1.5044e+04,2.030e+01,-2.030e+01,1.96040,0.01060,-0.01060,0.115879,3.870000e-04,-6.210000e-04,6.203000,0.412000,-0.412000,1009.30,762
K00810.01,CANDIDATE,K00810,3940418,1,15.119,0.8910,0.0530,-0.0840,0.8070,0.1110,-0.0600,0.3784083908559535,0.11251227656911933,-0.08184758276786552,5170.00,155.00,-155.00,0.1800,0.2000,-0.3000,4.574,0.026,-0.097,0.5256,0.186,4.783002698,5.4320000e-06,-5.4320000e-06,170.5084340,9.430000e-04,-9.430000e-04,2.50,3.400e-01,-1.900e-01,0.0030,0.4250,-0.0030,1.0087e+03,1.660e+01,-1.660e+01,2.33500,0.03320,-0.03320,0.028315,8.810000e-04,-3.660000e-04,16.102000,0.647000,-0.647000,70.60,281
K00811.01,CONFIRMED,K00811,4049131,1,15.398,0.7390,0.0850,-0.0540,0.7610,0.0630,-0.0700,0.3736417590683973,0.07705633708710163,-0.09826274447163486,4905.00,148.00,-148.00,-0.0400,0.3000,-0.3000,4.544,0.072,-0.044,0.5684,0.153,20.505889210,3.2060000e-05,-3.2060000e-05,181.4342800,1.220000e-03,-1.220000e-03,3.41,2.800e-01,-3.100e-01,0.2600,0.1510,-0.2600,2.1055e+03,3.100e+01,-3.100e+01,4.05950,0.04810,-0.04810,0.041039,8.160000e-04,-8.870000e-04,38.910000,5.500000,-5.500000,78.50,69
K00812.01,CONFIRMED,K00812,4139816,4,15.954,0.5020,0.0310,-0.0380,0.4930,0.0330,-0.0400,0.7713142502986194,0.06032935089010549,-0.08661698255018857,3950.00,70.00,-86.00,-0.4600,0.1500,-0.1500,4.754,0.042,-0.031,0.2365,0.4175,3.340218842,3.1770000e-06,-3.1770000e-06,171.9790620,7.500000e-04,-7.500000e-04,2.03,1.300e-01,-1.700e-01,0.4660,0.0020,-0.4370,1.6326e+03,2.660e+01,-2.660e+01,1.91040,0.03180,-0.03180,0.037683,3.672000e-03,-7.710000e-04,12.400000,6.100000,-6.100000,71.60,398
K00829.01,CONFIRMED,K00829,5358241,3,15.386,1.0260,0.0620,-0.0620,1.0530,0.1610,-0.0940,0.0930135382046281,0.12325492151175074,-0.09406341635307061,5775.00,78.00,-78.00,0.1600,0.1500,-0.1500,4.405,0.066,-0.123,0.4191,0.2555,18.649327280,5.2020000e-05,-5.2020000e-05,174.7710000,2.240000e-03,-2.240000e-03,3.12,4.700e-01,-2.800e-01,0.0800,0.3290,-0.0800,8.9360e+02,2.090e+01,-2.090e+01,4.40560,0.06870,-0.06870,0.027096,7.330000e-04,-4.260000e-04,33.120000,2.300000,-2.300000,46.10,71
K00117.02,CONFIRMED,K00117,10875245,4,12.487,1.1130,0.0920,-0.0500,1.4020,0.0630,-0.0460,-0.24459758557192102,0.04617025673338418,-0.03467973898059279,5847.00,64.00,-75.00,0.2600,0.1000,-0.1000,4.191,0.020,-0.018,0.4213,0.257,4.901449760,1.0700000e-05,-1.0700000e-05,138.6054800,1.750000e-03,-1.750000e-03,1.70,8.000e-02,-5.000e-02,0.5290,0.0210,-0.4600,1.4070e+02,2.900e+00,-2.900e+00,4.16540,0.05850,-0.05850,0.011136,1.868000e-03,-3.400000e-04,7.780000,3.700000,-3.700000,50.60,193
K00829.02,CONFIRMED,K00829,5358241,3,15.386,1.0260,0.0620,-0.0620,1.0530,0.1610,-0.0940,0.0930135382046281,0.12325492151175074,-0.09406341635307061,5775.00,78.00,-78.00,0.1600,0.1500,-0.1500,4.405,0.066,-0.123,0.4191,0.2555,9.751921010,4.8290000e-05,-4.8290000e-05,138.7860800,3.600000e-03,-3.600000e-03,2.76,4.300e-01,-2.400e-01,0.9490,0.0280,-0.6730,4.1800e+02,1.620e+01,-1.620e+01,4.79300,0.18100,-0.18100,0.024042,8.980000e-04,-5.325000e-03,6.050000,3.000000,-3.000000,28.50,132
K00829.03,CONFIRMED,K00829,5358241,3,15.386,1.0260,0.0620,-0.0620,1.0530,0.1610,-0.0940,0.0930135382046281,0.12325492151175074,-0.09406341635307061,5775.00,78.00,-78.00,0.1600,0.1500,-0.1500,4.405,0.066,-0.123,0.4191,0.2555,38.557654600,1.7650000e-04,-1.7650000e-04,163.8506300,4.070000e-03,-4.070000e-03,4.02,6.200e-01,-3.600e-01,0.9110,0.0250,-0.6630,9.9300e+02,2.680e+01,-2.680e+01,5.79400,0.19900,-0.19900,0.034980,3.036000e-03,-5.546000e-03,24.900000,12.400000,-12.400000,39.70,37
K00830.01,CONFIRMED,K00830,5358624,1,15.224,0.8550,0.0350,-0.0490,0.7930,0.0620,-0.0330,0.38329784376065124,0.06777364569395528,-0.044523693479767035,5150.00,82.00,-82.00,0.0800,0.1500,-0.1500,4.572,0.020,-0.064,0.5167,0.1914,3.525632539,1.5000000e-07,-1.5000000e-07,170.0479951,3.330000e-05,-3.330000e-05,11.58,9.000e-01,-4.800e-01,0.1200,0.0060,-0.0840,2.2335e+04,1.310e+01,-1.310e+01,2.59959,0.00079,-0.00079,0.133720,1.100000e-05,-2.890000e-04,11.699000,0.218000,-0.218000,1996.70,382
K00815.01,CANDIDATE,K00815,4544670,1,15.684,0.8400,0.1110,-0.0740,0.8710,0.1960,-0.1050,0.2533761120241821,0.17258739516515081,-0.13314159171537304,5509.00,166.00,-166.00,-0.1600,0.3000,-0.3000,4.482,0.081,-0.150,0.4341,0.2434,34.843986440,4.0360000e-05,-4.0360000e-05,172.6332520,9.400000e-04,-9.400000e-04,7.61,1.720e+00,-9.100e-01,0.9340,0.5750,-0.0310,4.5236e+03,8.250e+01,-8.250e+01,2.93150,0.07020,-0.07020,0.080046,5.836510e-01,-6.303000e-03,49.310000,5.000000,-5.000000,76.80,40
K00816.01,CONFIRMED,K00816,4664847,1,15.67,1.1810,0.1210,-0.1510,1.0850,0.3340,-0.1110,0.11511197404515999,0.21986929018805074,-0.11681464166754102,5973.00,169.00,-232.00,0.3600,0.1000,-0.3000,4.439,0.052,-0.221,0.381,0.2799,7.748094239,7.5530000e-06,-7.5530000e-06,174.9972060,7.650000e-04,-7.650000e-04,5.52,1.700e+00,-5.600e-01,0.5170,0.2370,-0.3250,2.4721e+03,2.570e+01,-2.570e+01,3.59570,0.04300,-0.04300,0.046615,2.645000e-03,-1.294000e-03,15.000000,4.100000,-4.100000,113.20,133
K00817.01,CONFIRMED,K00817,4725681,2,15.414,0.5360,0.0350,-0.0390,0.5240,0.0300,-0.0440,0.7203222197268802,0.0532088025491575,-0.08937069012259613,3747.00,75.00,-83.00,0.1000,0.1500,-0.1500,4.728,0.042,-0.025,0.4768,0.2575,23.967936690,9.2490000e-05,-9.2490000e-05,186.2218200,3.050000e-03,-3.050000e-03,1.80,1.000e-01,-1.500e-01,0.4160,0.0530,-0.4160,1.1823e+03,4.610e+01,-4.610e+01,3.82700,0.11300,-0.11300,0.031410,6.110000e-04,-1.620000e-03,45.200000,18.800000,-18.800000,27.50,43
