planet_name,disposition,koi_id,kic_id,npl,kep_mag,rstar,rstar_err1,rstar_err2,mstar,mstar_err1,mstar_err2,epoch,epoch_err1,epoch_err2,period,period_err1,period_err2,depth,depth_err1,depth_err2,duration,duration_err1,duration_err2
K02699.01,CONFIRMED,K02699,6690836,1,15.23,0.8,0.019,-0.018,0.848,0.034,-0.042,2454965.0490000001,8.2799999999999996E-4,-8.2799999999999996E-4,0.56887471700000003,5.7000000000000005E-7,-5.7000000000000005E-7,378.39999999999998,9.4000000000000004,-9.4000000000000004,1.2177,0.0304,-0.0304
K02700.01,CANDIDATE,K02700,8639908,1,15.381,0.716,0.015,-0.015,0.728,0.033,-0.03,2454964.9920000001,2.0400000000000001E-3,-2.0400000000000001E-3,0.91002058200000002,2.2869999999999999E-6,-2.2869999999999999E-6,358.10000000000002,15.1,-15.1,1.7956000000000001,8.0100000000000005E-2,-8.0100000000000005E-2
K02759.01,CANDIDATE,K02759,11076400,1,14.288,0.716,0.014,-0.014,0.742,0.031,-0.037,2454965.037,1.4400000000000001E-3,-1.4400000000000001E-3,1.07808492,2.0190000000000001E-6,-2.0190000000000001E-6,155.59999999999999,8.5,-8.5,0.85509999999999997,0.0596,-0.0596
K02760.01,CANDIDATE,K02760,7877978,1,14.889,0.775,0.022,-0.044,0.758,0.04,-0.04,2454979.5800000001,4.8199999999999996E-3,-4.8199999999999996E-3,56.573231800000002,3.0959999999999999E-4,-3.0959999999999999E-4,688.5,37.200000000000003,-37.200000000000003,4.1879999999999997,0.152,-0.152
K00265.01,CONFIRMED,K00265,12024120,1,11.994,1.273,0.027,-0.027,1.158,0.066,-0.071,2455002.7429999998,0.00166,-0.00166,3.5680996120000001,7.1670000000000002E-6,-7.1670000000000002E-6,98.400000000000006,2.2000000000000002,-2.2000000000000002,3.2130999999999998,4.8899999999999999E-2,-4.8899999999999999E-2
K02762.01,CONFIRMED,K02762,8210018,1,15.028,0.732,0.013,-0.013,0.743,0.035,-0.032,2455091.3960000002,4.9199999999999999E-3,-4.9199999999999999E-3,132.99555029999999,8.7339999999999998E-4,-8.7339999999999998E-4,1275.4000000000001,49.5,-49.5,7.4359999999999999,0.17999999999999999,-0.17999999999999999
K00301.01,CONFIRMED,K00301,3642289,2,12.73,1.392,0.031,-0.035,1.175,0.068,-0.081,2455004.7140000002,1.2800000000000001E-3,-1.2800000000000001E-3,6.0025482910000001,9.7010000000000008E-6,-9.7010000000000008E-6,202,3.1000000000000001,-3.1000000000000001,4.1627999999999998,7.1300000000000002E-2,-7.1300000000000002E-2
K00301.02,CONFIRMED,K00301,3642289,2,12.73,1.392,0.031,-0.035,1.175,0.068,-0.081,2454974.3870000001,5.0299999999999997E-3,-5.0299999999999997E-3,11.448658229999999,8.1660000000000001E-5,-8.1660000000000001E-5,75.200000000000003,3.7000000000000002,-3.7000000000000002,4.9530000000000003,0.14499999999999999,-0.14499999999999999
K00302.01,CONFIRMED,K00302,3662838,1,12.059,1.813,0.051,-0.051,1.476,0.08,-0.074,2455007,0.00183,-0.00183,24.85466504,5.6369999999999997E-5,-5.6369999999999997E-5,776.20000000000005,9.6999999999999993,-9.6999999999999993,9.1820000000000004,0.11,-0.11
K00303.01,CONFIRMED,K00303,5966322,1,12.193,1.003,0.021,-0.021,0.87,0.067,-0.057,2455006.372,0.00109,-0.00109,60.928188660000004,7.9660000000000006E-5,-7.9660000000000006E-5,755.60000000000002,7.2999999999999998,-7.2999999999999998,6.3335999999999997,5.0099999999999999E-2,-5.0099999999999999E-2
K00304.01,CONFIRMED,K00304,6029239,1,12.549,0.923,0.018,-0.018,0.929,0.049,-0.06,2455007.9100000001,5.9999999999999995E-4,-5.9999999999999995E-4,8.5120377359999999,6.4749999999999998E-6,-6.4749999999999998E-6,597.79999999999995,6.5,-6.5,2.1861000000000002,2.2100000000000002E-2,-2.2100000000000002E-2
K00361.01,CONFIRMED,K00361,12404954,1,13.1,0.951,0.018,-0.017,1.01,0.03,-0.041,2455004.2779999999,0.00131,-0.00131,3.247548814,0.000005908,-0.000005908,209.69999999999999,4.7000000000000002,-4.7000000000000002,2.5146000000000002,4.4400000000000002E-2,-4.4400000000000002E-2
K03007.01,CANDIDATE,K03007,10190075,1,14.528,1.044,0.027,-0.026,1.033,0.059,-0.068,2454971.0430000001,6.0000000000000001E-3,-6.0000000000000001E-3,11.191619899999999,0.00008119,-0.00008119,166.40000000000001,17,-17,2.1000000000000001,0.20499999999999999,-0.20499999999999999
K03008.01,CONFIRMED,K03008,9070666,1,12.003,1.691,0.036,-0.038,1.296,0.056,-0.065,2454964.7659999998,7.8600000000000007E-3,-7.8600000000000007E-3,2.9979292599999998,0.00002777,-0.00002777,45.399999999999999,3.3999999999999999,-3.3999999999999999,4.3979999999999997,0.222,-0.222
K03010.01,CONFIRMED,K03010,3642335,1,15.757,0.522,0.028,-0.035,0.539,0.03,-0.03,2455012.287,7.8700000000000003E-3,-7.8700000000000003E-3,60.866097400000001,6.4970000000000002E-4,-6.4970000000000002E-4,714.29999999999995,53.700000000000003,-53.700000000000003,4.3970000000000002,0.23799999999999999,-0.23799999999999999
K03086.01,CANDIDATE,K03086,10749059,1,15.707,0.81,0.031,-0.029,0.843,0.041,-0.047,2455085.5350000001,0.0146,-0.0146,174.731515,3.1259999999999999E-3,-3.1259999999999999E-3,1179.9000000000001,82.799999999999997,-82.799999999999997,8.2569999999999997,0.34300000000000003,-0.34300000000000003
K03088.01,CANDIDATE,K03088,9020114,2,14.953,1.042,0.034,-0.033,0.935,0.064,-0.06,2454967.5499999998,3.9500000000000004E-3,-3.9500000000000004E-3,3.4841287400000001,0.00001483,-0.00001483,161.59999999999999,14.300000000000001,-14.300000000000001,1.4219999999999999,0.11700000000000001,-0.11700000000000001
K00285.01,CONFIRMED,K00285,6196457,3,11.565,1.84,0.042,-0.039,1.124,0.047,-0.055,2455012.2790000001,7.3800000000000005E-4,-7.3800000000000005E-4,13.748830590000001,0.00001295,-0.00001295,425.89999999999998,2.8999999999999999,-2.8999999999999999,6.0968,4.2500000000000003E-2,-4.2500000000000003E-2
K03089.01,CANDIDATE,K03089,7668416,1,15.247,0.822,0.02,-0.02,0.815,0.049,-0.045,2454965.1439999999,2.6199999999999999E-3,-2.6199999999999999E-3,0.85854679599999995,0.000002582,-0.000002582,106.09999999999999,15,-15,1.1000000000000001,0.191,-0.191
K00305.01,CONFIRMED,K00305,6063220,1,12.97,0.754,0.012,-0.012,0.782,0.032,-0.036,2455004.8399999999,8.1300000000000003E-4,-8.1300000000000003E-4,4.6035752929999996,0.000004668,-0.000004668,440.39999999999998,6.2999999999999998,-6.2999999999999998,2.3498999999999999,2.6100000000000002E-2,-2.6100000000000002E-2
K00306.01,CONFIRMED,K00306,6071903,1,12.63,0.804,0.014,-0.014,0.841,0.036,-0.046,2455011.3659999999,1.9499999999999999E-3,-1.9499999999999999E-3,24.30784323,5.8510000000000001E-5,-5.8510000000000001E-5,677.10000000000002,22.300000000000001,-22.300000000000001,2.6053999999999999,6.5699999999999995E-2,-6.5699999999999995E-2
K00307.01,CONFIRMED,K00307,6289257,2,12.797,1.583,0.152,-0.132,1.169,0.089,-0.09,2455009.2710000002,0.00214,-0.00214,19.674097029999999,6.2399999999999999E-5,-6.2399999999999999E-5,204.90000000000001,5.7000000000000002,-5.7000000000000002,3.7534999999999998,5.1999999999999998E-2,-5.1999999999999998E-2
K00046.01,CONFIRMED,K00046,10905239,2,13.77,1.703,0.046,-0.044,1.122,0.049,-0.044,2455003.932,2.5300000000000002E-4,-2.5300000000000002E-4,3.4876887760000002,0.000001105,-0.000001105,1298.8,4.0999999999999996,-4.0999999999999996,3.8366099999999999,9.4699999999999993E-3,-9.4699999999999993E-3
K00365.01,CONFIRMED,K00365,11623629,1,11.195,0.855,0.015,-0.015,0.887,0.04,-0.053,2455044.679,9.0799999999999995E-4,-9.0799999999999995E-4,81.737871999999996,0.0001024,-0.0001024,628.79999999999995,5.0999999999999996,-5.0999999999999996,6.6923000000000004,0.0402,-0.0402
K00366.01,CANDIDATE,K00366,3545478,1,11.714,1.798,0.043,-0.042,1.468,0.064,-0.064,2455040.7140000002,2.7300000000000002E-4,-2.7300000000000002E-4,75.112213199999999,0.0000276,-0.0000276,3751.5,11.699999999999999,-11.699999999999999,4.9458000000000002,0.027,-0.027
K00367.01,CANDIDATE,K00367,4815520,1,11.105,1.0,0.018,-0.017,1.026,0.047,-0.061,2455010.2059999998,1.7799999999999999E-4,-1.7799999999999999E-4,31.578651216000001,0.000007277,-0.000007277,2125.4000000000001,8,-8,2.12791,9.2200000000000008E-3,-9.2200000000000008E-3
K00369.01,CONFIRMED,K00369,7175184,2,11.992,1.156,0.02,-0.021,1.157,0.036,-0.054,2455007.426,1.9499999999999999E-3,-1.9499999999999999E-3,5.8852736400000003,1.4739999999999999E-5,-1.4739999999999999E-5,112.7,4.7999999999999998,-4.7999999999999998,1.9531000000000001,6.4500000000000002E-2,-6.4500000000000002E-2
K03013.01,CANDIDATE,K03013,11565544,1,14.698,0.897,0.023,-0.023,0.926,0.045,-0.06,2454964.7560000001,2.4499999999999999E-3,-2.4499999999999999E-3,3.7656203100000001,0.00001133,-0.00001133,232.59999999999999,21,-21,1.288,0.16,-0.16
K03014.01,CONFIRMED,K03014,7347246,1,15.831,1.065,0.069,-0.063,0.972,0.072,-0.073,2454967.8810000001,0.01,-0.01,86.116088500000004,9.0810000000000001E-4,-9.0810000000000001E-4,875.20000000000005,55.399999999999999,-55.399999999999999,6.0579999999999998,0.20000000000000001,-0.20000000000000001
K03015.01,CONFIRMED,K03015,11403530,1,13.219,1.496,0.032,-0.034,1.12,0.079,-0.083,2454966.091,0.00545,-0.00545,3.6146033200000001,2.4360000000000001E-5,-2.4360000000000001E-5,43.899999999999999,3.2999999999999998,-3.2999999999999998,3.2269999999999999,0.185,-0.185
K00282.02,CONFIRMED,K00282,5088536,3,11.529,1.118,0.023,-0.023,1.026,0.069,-0.07,2454972.0669999998,2.7200000000000002E-3,-2.7200000000000002E-3,8.4574489199999991,2.8309999999999998E-5,-2.8309999999999998E-5,77.400000000000006,2.7000000000000002,-2.7000000000000002,3.2892999999999999,7.6999999999999999E-2,-7.6999999999999999E-2
K03017.01,CANDIDATE,K03017,12072872,1,13.308,0.891,0.018,-0.018,0.853,0.061,-0.059,2454965.801,5.8999999999999999E-3,-5.8999999999999999E-3,2.4628883400000001,1.5739999999999998E-5,-1.5739999999999998E-5,47.399999999999999,4.9000000000000004,-4.9000000000000004,1.724,0.157,-0.157
K03090.01,CANDIDATE,K03090,6609270,1,15.665,0.608,0.018,-0.018,0.595,0.014,-0.015,2454965.1499999999,5.9300000000000004E-3,-5.9300000000000004E-3,3.8222339700000001,2.2310000000000002E-5,-2.2310000000000002E-5,362.69999999999999,26.199999999999999,-26.199999999999999,1.9239999999999999,0.11799999999999999,-0.11799999999999999
K03091.01,CANDIDATE,K03091,12406807,2,15.372,1.245,0.064,-0.059,1.153,0.067,-0.078,2454978.5690000001,9.6299999999999997E-3,-9.6299999999999997E-3,17.067644000000001,2.0880000000000001E-4,-2.0880000000000001E-4,262.39999999999998,20.300000000000001,-20.300000000000001,6.0259999999999998,0.28799999999999998,-0.28799999999999998
K03093.01,CONFIRMED,K03093,5096590,1,13.619,1.353,0.128,-0.123,1.128,0.08,-0.082,2454970.3319999999,1.3100000000000001E-2,-1.3100000000000001E-2,29.6099055,5.1690000000000004E-4,-5.1690000000000004E-4,120.09999999999999,9,-9,7.4329999999999998,0.252,-0.252
K03095.01,CANDIDATE,K03095,9650989,1,15.067,0.975,0.036,-0.033,1.01,0.047,-0.055,2454965.8829999999,4.2300000000000003E-3,-4.2300000000000003E-3,3.4239080899999998,1.7900000000000001E-5,-1.7900000000000001E-5,153.09999999999999,14,-14,1.7729999999999999,0.13400000000000001,-0.13400000000000001
K00307.02,CONFIRMED,K00307,6289257,2,12.797,1.583,0.152,-0.132,1.169,0.089,-0.09,2454964.5380000002,2.2000000000000001E-3,-2.2000000000000001E-3,5.2110459699999998,0.00001366,-0.00001366,102.7,3.1000000000000001,-3.1000000000000001,3.3447,6.3500000000000001E-2,-6.3500000000000001E-2
K00308.01,CANDIDATE,K00308,6291837,1,12.351,1.402,0.052,-0.047,1.236,0.06,-0.067,2455020.5279999999,2.5400000000000002E-3,-2.5400000000000002E-3,35.596968400000002,0.0001131,-0.0001131,684.5,14.800000000000001,-14.800000000000001,6.6909999999999998,0.215,-0.215
K00312.01,CONFIRMED,K00312,7050989,2,12.459,1.487,0.03,-0.031,1.179,0.067,-0.086,2455008.5860000001,1.2899999999999999E-3,-1.2899999999999999E-3,11.57890926,1.7929999999999999E-5,-1.7929999999999999E-5,243.40000000000001,4.9000000000000004,-4.9000000000000004,2.7206999999999999,0.039,-0.039
K00369.02,CONFIRMED,K00369,7175184,2,11.992,1.156,0.02,-0.021,1.157,0.036,-0.054,2454968.557,3.1099999999999999E-3,-3.1099999999999999E-3,10.10463142,3.5719999999999997E-5,-3.5719999999999997E-5,114.59999999999999,5.2999999999999998,-5.2999999999999998,2.3690000000000002,8.7999999999999995E-2,-8.7999999999999995E-2
K00370.01,CONFIRMED,K00370,8494142,2,11.931,1.832,0.045,-0.044,1.401,0.065,-0.061,2455036.648,0.00141,-0.00141,42.882479510000003,8.0660000000000004E-5,-8.0660000000000004E-5,408.89999999999998,4,-4,9.7470999999999997,5.5399999999999998E-2,-5.5399999999999998E-2
K00063.01,CONFIRMED,K00063,11554435,1,11.582,0.908,0.016,-0.016,0.966,0.036,-0.048,2455010.8429999999,1.7700000000000001E-3,-1.7700000000000001E-3,9.4341417100000005,2.1359999999999999E-5,-2.1359999999999999E-5,3977,116,-116,2.8111999999999999,7.7499999999999999E-2,-7.7499999999999999E-2
K00370.02,CONFIRMED,K00370,8494142,2,11.931,1.832,0.045,-0.044,1.401,0.065,-0.061,2454984.5329999998,0.00315,-0.00315,22.95062278,9.9270000000000003E-5,-9.9270000000000003E-5,129.80000000000001,4.2999999999999998,-4.2999999999999998,4.4813999999999998,9.9299999999999999E-2,-9.9299999999999999E-2
K00372.01,CONFIRMED,K00372,6471021,1,12.391,0.915,0.015,-0.015,0.961,0.036,-0.053,2455086.3509999998,1.4300000000000001E-3,-1.4300000000000001E-3,125.62914790000001,2.4049999999999999E-4,-2.4049999999999999E-4,7841.6000000000004,61.100000000000001,-61.100000000000001,9.1080000000000005,0.10299999999999999,-0.10299999999999999
K03019.01,CANDIDATE,K03019,8709688,2,14.927,1.151,0.037,-0.033,1.135,0.057,-0.068,2454966.8480000002,4.8999999999999998E-3,-4.8999999999999998E-3,4.1793903700000001,2.8770000000000001E-5,-2.8770000000000001E-5,172.80000000000001,12.199999999999999,-12.199999999999999,2.6469999999999998,0.13200000000000001,-0.13200000000000001
K03020.01,CANDIDATE,K03020,8241079,1,13.534,2.187,0.647,-0.489,1.313,0.212,-0.143,2454967.2680000002,7.3299999999999997E-3,-7.3299999999999997E-3,10.919265299999999,0.0001144,-0.0001144,91.099999999999994,7.0999999999999996,-7.0999999999999996,4.5720000000000001,0.223,-0.223
K03022.01,CANDIDATE,K03022,11618601,2,15.4,0.835,0.029,-0.028,0.858,0.046,-0.057,2454965.9959999998,0.00415,-0.00415,2.7626373700000002,0.00001624,-0.00001624,185,15.5,-15.5,1.821,0.13800000000000001,-0.13800000000000001
K03097.01,CONFIRMED,K03097,7582689,3,11.973,1.577,0.034,-0.032,1.266,0.057,-0.072,2454970.4759999998,8.1499999999999993E-3,-8.1499999999999993E-3,11.9216035,0.0001178,-0.0001178,43.200000000000003,3.1000000000000001,-3.1000000000000001,5.0090000000000003,0.20499999999999999,-0.20499999999999999
K03097.02,CONFIRMED,K03097,7582689,3,11.973,1.577,0.034,-0.032,1.266,0.057,-0.072,2454971.048,7.2899999999999996E-3,-7.2899999999999996E-3,6.8025794700000004,6.0989999999999997E-5,-6.0989999999999997E-5,32.700000000000003,2.3999999999999999,-2.3999999999999999,4.6079999999999997,0.219,-0.219
K03097.03,CONFIRMED,K03097,7582689,3,11.973,1.577,0.034,-0.032,1.266,0.057,-0.072,2454973.1549999998,8.2400000000000008E-3,-8.2400000000000008E-3,8.7031215399999997,8.4900000000000004E-5,-8.4900000000000004E-5,32,2.7000000000000002,-2.7000000000000002,4.8070000000000004,0.23699999999999999,-0.23699999999999999
K00285.02,CONFIRMED,K00285,6196457,3,11.565,1.84,0.042,-0.039,1.124,0.047,-0.055,2454980.9369999999,0.00232,-0.00232,26.723168999999999,7.8830000000000002E-5,-7.8830000000000002E-5,195,3.1000000000000001,-3.1000000000000001,8.5009999999999994,0.0688,-0.0688
K00312.02,CONFIRMED,K00312,7050989,2,12.459,1.487,0.03,-0.031,1.179,0.067,-0.086,2454964.9679999999,1.6900000000000001E-3,-1.6900000000000001E-3,16.399264609999999,3.3729999999999997E-5,-3.3729999999999997E-5,220.80000000000001,5.2000000000000002,-5.2000000000000002,3.4108000000000001,5.2999999999999999E-2,-5.2999999999999999E-2
K00313.01,CONFIRMED,K00313,7419318,2,12.99,0.852,0.014,-0.014,0.863,0.05,-0.055,2455010.6340000001,9.3099999999999997E-4,-9.3099999999999997E-4,18.735771270000001,0.00002211,-0.00002211,567.20000000000005,7.7000000000000002,-7.7000000000000002,3.0356000000000001,3.5700000000000003E-2,-3.5700000000000003E-2
K00313.02,CONFIRMED,K00313,7419318,2,12.99,0.852,0.014,-0.014,0.863,0.05,-0.055,2455012.8870000001,1.0300000000000001E-3,-1.0300000000000001E-3,8.4363982899999996,1.0859999999999999E-5,-1.0859999999999999E-5,345.5,5.0999999999999996,-5.0999999999999996,3.2450999999999999,3.4500000000000003E-2,-3.4500000000000003E-2
K00314.01,CONFIRMED,K00314,7603200,3,12.925,0.535,0.013,-0.014,0.535,0.012,-0.012,2455010.8530000001,5.6999999999999998E-4,-5.6999999999999998E-4,13.78109471,0.00001027,-0.00001027,756,7.7999999999999998,-7.7999999999999998,2.3188,2.6700000000000002E-2,-2.6700000000000002E-2
K00314.02,CONFIRMED,K00314,7603200,3,12.925,0.535,0.013,-0.014,0.535,0.012,-0.012,2455004.0079999999,8.1099999999999998E-4,-8.1099999999999998E-4,23.089022409999998,2.4139999999999999E-5,-2.4139999999999999E-5,598.29999999999995,11.699999999999999,-11.699999999999999,1.7012,3.0099999999999998E-2,-3.0099999999999998E-2
K00046.02,CONFIRMED,K00046,10905239,2,13.77,1.703,0.046,-0.044,1.122,0.049,-0.044,2454965.4819999998,7.5700000000000003E-3,-7.5700000000000003E-3,6.0297724099999996,6.2639999999999997E-5,-6.2639999999999997E-5,54.600000000000001,5.0999999999999996,-5.0999999999999996,3.9609999999999999,0.22900000000000001,-0.22900000000000001
K00373.01,CANDIDATE,K00373,7364176,1,12.765,0.932,0.02,-0.019,0.872,0.063,-0.059,2455023.9330000002,0.002,-0.002,135.18799340000001,3.1700000000000001E-4,-3.1700000000000001E-4,663.39999999999998,8.9000000000000004,-8.9000000000000004,8.8191000000000006,6.5600000000000006E-2,-6.5600000000000006E-2
K00374.01,CONFIRMED,K00374,8686097,1,12.209,1.21,0.026,-0.025,0.961,0.07,-0.066,2455069.926,0.0019,-0.0019,172.70460829999999,4.7530000000000001E-4,-4.7530000000000001E-4,659.10000000000002,8,-8,11.347,7.3800000000000004E-2,-7.3800000000000004E-2
K00375.01,CANDIDATE,K00375,12356617,1,13.293,1.659,0.037,-0.037,1.211,0.072,-0.106,2455072.2239999999,6.0099999999999997E-4,-6.0099999999999997E-4,988.8811177,9.1140000000000004E-4,-9.1140000000000004E-4,5060,38.899999999999999,-38.899999999999999,5.9504000000000001,4.4400000000000002E-2,-4.4400000000000002E-2
K00377.01,CONFIRMED,K00377,3323887,3,13.803,0.976,0.02,-0.019,1.024,0.033,-0.047,2455015.5440000002,1.7100000000000001E-4,-1.7100000000000001E-4,19.270825843000001,4.1819999999999999E-6,-4.1819999999999999E-6,6660.5,13,-13,4.1280999999999999,0.0135,-0.0135
K03022.02,CANDIDATE,K03022,11618601,2,15.4,0.835,0.029,-0.028,0.858,0.046,-0.057,2454968.1129999999,8.6400000000000001E-3,-8.6400000000000001E-3,5.0536898499999996,5.0760000000000002E-5,-5.0760000000000002E-5,171.5,17.600000000000001,-17.600000000000001,2.5139999999999998,0.219,-0.219
K03025.01,CONFIRMED,K03025,9716391,1,16.239,0.816,0.043,-0.04,0.816,0.048,-0.047,2454974.8259999999,7.3899999999999999E-3,-7.3899999999999999E-3,13.182932900000001,1.0739999999999999E-4,-1.0739999999999999E-4,518,43.799999999999997,-43.799999999999997,3.5939999999999999,0.215,-0.215
K03026.01,CONFIRMED,K03026,6929841,1,14.897,0.805,0.017,-0.016,0.793,0.045,-0.035,2454967.2999999998,3.2399999999999998E-3,-3.2399999999999998E-3,3.51575492,1.3890000000000001E-5,-1.3890000000000001E-5,237.40000000000001,19.600000000000001,-19.600000000000001,1.381,0.11,-0.11
K00282.03,CONFIRMED,K00282,5088536,3,11.529,1.118,0.023,-0.023,1.026,0.069,-0.07,2455034.1549999998,5.0699999999999999E-3,-5.0699999999999999E-3,87.517778699999994,6.6569999999999997E-4,-6.6569999999999997E-4,136.5,13.199999999999999,-13.199999999999999,2.5499999999999998,0.17100000000000001,-0.17100000000000001
K03101.01,CONFIRMED,K03101,11508644,1,15.192,0.857,0.074,-0.066,0.902,0.067,-0.065,2454966.4100000001,8.8000000000000005E-3,-8.8000000000000005E-3,14.256327199999999,1.7430000000000001E-4,-1.7430000000000001E-4,206.09999999999999,16.800000000000001,-16.800000000000001,4.7960000000000003,0.30199999999999999,-0.30199999999999999
K03105.01,CANDIDATE,K03105,12168993,1,15.277,2.265,0.13,-0.123,0.984,0.116,-0.109,2454965.929,0.0124,-0.0124,4.2122357900000003,7.9300000000000003E-5,-7.9300000000000003E-5,116.40000000000001,11,-11,7.8979999999999997,0.435,-0.435
K03106.01,CONFIRMED,K03106,8895758,1,15.415,1.0,0.322,-0.107,1.083,0.125,-0.125,2454965.4190000002,6.0499999999999998E-3,-6.0499999999999998E-3,0.96898078099999996,6.4069999999999998E-6,-6.4069999999999998E-6,118.5,11.1,-11.1,1.5169999999999999,0.14699999999999999,-0.14699999999999999
K00314.03,CONFIRMED,K00314,7603200,3,12.925,0.535,0.013,-0.014,0.535,0.012,-0.012,2454966.5350000001,2.3999999999999998E-3,-2.3999999999999998E-3,10.31282204,3.0110000000000001E-5,-3.0110000000000001E-5,137.59999999999999,6.9000000000000004,-6.9000000000000004,2.0137999999999998,6.9400000000000003E-2,-6.9400000000000003E-2
K00315.01,CANDIDATE,K00315,7700622,1,12.968,0.685,0.012,-0.012,0.696,0.031,-0.029,2455022.0359999998,0.001,-0.001,35.583496879999998,4.6260000000000001E-5,-4.6260000000000001E-5,937.60000000000002,11.800000000000001,-11.800000000000001,3.9885000000000002,3.7199999999999997E-2,-3.7199999999999997E-2
K00316.01,CONFIRMED,K00316,8008067,3,12.701,1.046,0.02,-0.019,1.087,0.039,-0.056,2455017.9029999999,8.1599999999999999E-4,-8.1599999999999999E-4,15.771110670000001,0.00001641,-0.00001641,547.10000000000002,4.7999999999999998,-4.7999999999999998,5.0574000000000003,3.0099999999999998E-2,-3.0099999999999998E-2
K00316.02,CONFIRMED,K00316,8008067,3,12.701,1.046,0.02,-0.019,1.087,0.039,-0.056,2455314.2689999999,2.5699999999999998E-3,-2.5699999999999998E-3,157.0659976,0.0006468,-0.0006468,551.39999999999998,10.800000000000001,-10.800000000000001,8.1288999999999998,9.8599999999999993E-2,-9.8599999999999993E-2
K00316.03,CANDIDATE,K00316,8008067,3,12.701,1.046,0.02,-0.019,1.087,0.039,-0.056,2454964.7790000001,9.4499999999999998E-4,-9.4499999999999998E-4,7.3057063260000001,0.000008191,-0.000008191,264.89999999999998,6.9000000000000004,-6.9000000000000004,1.4228000000000001,2.8400000000000002E-2,-2.8400000000000002E-2
K00377.02,CONFIRMED,K00377,3323887,3,13.803,0.976,0.02,-0.019,1.024,0.033,-0.047,2455008.426,2.7700000000000001E-4,-2.7700000000000001E-4,38.907875169999997,0.00001358,-0.00001358,6159.1000000000004,18.300000000000001,-18.300000000000001,4.5270999999999999,3.5400000000000001E-2,-3.5400000000000001E-2
K00064.01,CANDIDATE,K00064,7051180,1,13.143,2.46,0.036,-0.037,1.269,0.07,-0.111,2454990.5430000001,1.5900000000000001E-3,-1.5900000000000001E-3,1.9510822189999999,3.8879999999999999E-6,-3.8879999999999999E-6,1151.8,45.799999999999997,-45.799999999999997,1.6975,5.3400000000000003E-2,-5.3400000000000003E-2
K00377.03,CONFIRMED,K00377,3323887,3,13.803,0.976,0.02,-0.019,1.024,0.033,-0.047,2455015.0890000002,0.00109,-0.00109,1.5929597499999999,0.000002294,-0.000002294,248.30000000000001,5.5999999999999996,-5.5999999999999996,1.9313,3.2500000000000001E-2,-3.2500000000000001E-2
K00379.02,CANDIDATE,K00379,2446113,1,13.319,2.193,0.062,-0.061,1.487,0.062,-0.12,2454985.173,9.5300000000000003E-3,-9.5300000000000003E-3,23.1375919,0.0002173,-0.0002173,114,9.6999999999999993,-9.6999999999999993,3.3500000000000001,0.25600000000000001,-0.25600000000000001
K03027.01,CANDIDATE,K03027,11137180,1,15.489,0.959,0.035,-0.034,0.842,0.034,-0.026,2454968.3089999999,4.3299999999999996E-3,-4.3299999999999996E-3,6.0703254800000002,3.1739999999999998E-5,-3.1739999999999998E-5,311.60000000000002,33.899999999999999,-33.899999999999999,1.341,0.14000000000000001,-0.14000000000000001
K03029.01,CANDIDATE,K03029,5903749,2,14.948,0.986,0.12,-0.12,0.861,0.059,-0.059,2454967.8339999998,6.5100000000000002E-3,-6.5100000000000002E-3,18.976328599999999,1.4999999999999999E-4,-1.4999999999999999E-4,329.80000000000001,34.399999999999999,-34.399999999999999,2.379,0.189,-0.189
K03029.02,CANDIDATE,K03029,5903749,2,14.948,0.986,0.12,-0.12,0.0,0.0,0.0,2454966.0040000002,9.7900000000000001E-3,-9.7900000000000001E-3,6.3472470200000002,6.7710000000000001E-5,-6.7710000000000001E-5,159.80000000000001,16.300000000000001,-16.300000000000001,3.097,0.249,-0.249
K03108.01,CANDIDATE,K03108,3756264,1,14.941,1.297,0.058,-0.057,0.988,0.08,-0.074,2454969.861,0.00214,-0.00214,7.3627212399999999,1.9300000000000002E-5,-1.9300000000000002E-5,429.30000000000001,29.699999999999999,-29.699999999999999,1.3287,8.2000000000000003E-2,-8.2000000000000003E-2
K03109.01,CONFIRMED,K03109,11572193,1,13.688,2.558,0.086,-0.078,1.578,0.066,-0.168,2454973.591,7.9799999999999992E-3,-7.9799999999999992E-3,10.676159200000001,0.0001071,-0.0001071,151,12.5,-12.5,4.5940000000000003,0.23000000000000001,-0.23000000000000001
K03110.01,CONFIRMED,K03110,11285870,1,14.879,1.137,0.039,-0.038,1.025,0.075,-0.077,2454968.0180000002,5.4099999999999999E-3,-5.4099999999999999E-3,4.4849431500000003,0.00003379,-0.00003379,134.90000000000001,12.699999999999999,-12.699999999999999,2.7519999999999998,0.17899999999999999,-0.17899999999999999
K03111.01,CANDIDATE,K03111,8581240,2,12.863,1.074,0.022,-0.02,1.076,0.045,-0.061,2454971.5070000002,0.00579,-0.00579,10.76800074,8.2529999999999998E-5,-8.2529999999999998E-5,65.099999999999994,5,-5,3.4940000000000002,0.17499999999999999,-0.17499999999999999
K03111.02,CANDIDATE,K03111,8581240,2,12.863,1.074,0.022,-0.02,1.076,0.045,-0.061,2454965.5129999998,7.4700000000000001E-3,-7.4700000000000001E-3,4.3284830300000001,4.0920000000000001E-5,-4.0920000000000001E-5,35.5,3.6000000000000001,-3.6000000000000001,2.9550000000000001,0.255,-0.255
